stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.07513505406677723,571068416,677220352,677220352,0,0,PASS,,
subset_materialization,1.2656694259494543,677220352,752775168,854908928,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,4.47929335385561,757215232,2318082048,5476073472,0,0,PASS,,
anchor_initialization_before_warmup,0.5419608540832996,2337017856,2597060608,2642759680,184090112,209715200,PASS,,
warmup_and_full_training,6.267796841915697,2597085184,3410419712,3457630208,1116104192,1168113664,PASS,,
inference,1.4418824948370457,3410509824,3411709952,3681050624,1685920768,2405433344,PASS,,
same_checkpoint_inference_stability,0.0005457052029669285,3414675456,3414675456,3414675456,349683200,2405433344,PASS,,
common_evaluation,0.04597245203331113,3414675456,3415531520,3415531520,349683200,2405433344,PASS,,
metacell_aggregation,0.2914718519896269,3415531520,3472289792,3514765312,349683200,2405433344,PASS,,
