epoch,phase,loss_rec,loss_vq
0,warmup,0.5205397967781339,
1,quantized,3.6735956966876984,0.751088559627533
2,quantized,2.960091844201088,0.7121644701276507
3,quantized,2.561895787715912,0.7353890453066144
4,quantized,2.3516558557748795,0.7398115481649127
5,quantized,2.2306188493967056,0.7508602823529925
