stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.11102031404152513,571138048,677072896,677072896,0,0,PASS,,
subset_materialization,1.6409074859693646,677072896,701657088,876306432,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,0.9290074300952256,706809856,921583616,1418293248,0,0,PASS,,
anchor_initialization_before_warmup,0.2818778669461608,942604288,1040244736,1040244736,57154560,62914560,PASS,,
warmup_and_full_training,6.036145526915789,1040281600,1603944448,1603997696,217082368,236978176,PASS,,
inference,1.076237317174673,1604022272,1605296128,1616449536,221693952,299892736,PASS,,
same_checkpoint_inference_stability,0.001274994108825922,1608736768,1608736768,1608736768,128624640,299892736,PASS,,
common_evaluation,0.09408556204289198,1608830976,1609424896,1609424896,128624640,299892736,PASS,,
metacell_aggregation,0.08002999518066645,1609424896,1643921408,1643921408,128624640,299892736,PASS,,
