stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.08557789167389274,560369664,666284032,666284032,0,0,PASS,,
subset_materialization,5.593480078969151,666284032,690561024,1016541184,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,0.8594359313137829,695578624,903528448,1406779392,0,0,PASS,,
anchor_initialization_before_warmup,0.5703765791840851,928231424,1027330048,1027330048,32993280,50331648,PASS,,
warmup_and_full_training,6.829479841049761,1027362816,1566588928,1566650368,173164032,190840832,PASS,,
inference,1.0349840968847275,1566797824,1568346112,1579982848,178422784,253755392,PASS,,
common_evaluation,0.10570336785167456,1568886784,1569693696,1569693696,80975872,253755392,PASS,,
metacell_aggregation,0.11301737278699875,1569693696,1603903488,1603903488,80975872,253755392,PASS,,
