dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,modality_weight,relative_abs_dot_contribution
D11,4,RNA+ATAC,RNA,32,5.668177604675293,5.667586326599121,5.6924727201461796,29.63780975341797,0.9261815547943115,59.27561950683594,9.936371803283691,False,1.0,0.3620748534599975
D11,4,RNA+ATAC,ATAC,32,5.6664204597473145,5.669986724853516,5.681940007209778,21.92896270751953,0.6852800846099854,43.85792541503906,17.506494522094727,False,1.0,0.6379251465400024
