dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,modality_weight,relative_abs_dot_contribution
D17,4,RNA+ATAC,RNA,32,5.676407814025879,5.677263259887695,5.700749230384827,30.078353881835938,0.939948558807373,60.156707763671875,12.232051849365234,False,1.0,0.5143341025746828
D17,4,RNA+ATAC,ATAC,32,5.660327434539795,5.654923439025879,5.6994332551956175,30.075992584228516,0.9398747682571411,60.15198516845703,11.55025577545166,False,1.0,0.4856658974253172
