dataset,seed,implementation_tag,reference,inference_batch_size,cell_order_seed,cell_order,realized_K,wall_time_seconds,peak_gpu_allocated_bytes,n_cells,ARI,NMI,VI_nats,coassignment_agreement_rand
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,-1,canonical,237,2.7336827758699656,83104256,12103,0.5724649785124517,0.8081488563789809,2.0694131681559043,0.9959185639735552
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1701,permuted,237,3.107870244421065,83104256,12103,0.5278630782131812,0.7866400528530807,2.301763319924218,0.9954997219713299
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1702,permuted,238,3.7207002379000187,83104256,12103,0.518910049414766,0.7828123520109621,2.343262679964454,0.9954198560630356
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1703,permuted,237,3.2240090891718864,83104256,12103,0.5277598978243458,0.7866013987549465,2.3021466012859584,0.9954924986741016
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1704,permuted,237,3.034328540787101,83104256,12103,0.5243500318937931,0.7840423259971927,2.3300465734702502,0.9954686167329824
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1705,permuted,237,2.902940641157329,83104256,12103,0.5268225220995636,0.7858254431835024,2.3116138056495483,0.99550810591178
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1706,permuted,237,3.324907060712576,83104256,12103,0.5254106139438584,0.7852133028431689,2.3177899553896903,0.9954853573046303
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1707,permuted,237,2.988335923291743,83104256,12103,0.5332608785043181,0.7884469135428666,2.2821634078126074,0.9955428842445591
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1708,permuted,237,2.9640833102166653,83104256,12103,0.5242622424967845,0.7831288545504504,2.3394695451015544,0.9954604649211767
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1709,permuted,237,2.9277687929570675,83104256,12103,0.5287572629408102,0.786590270628237,2.3027441616813302,0.9955143187666737
D5,0,instrumented_legacy,legacy_eval_loader_assignment,256,1710,permuted,237,3.177646439522505,83104256,12103,0.5268185345412666,0.7851495583899796,2.318367789330951,0.9954947380327887
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,-1,canonical,237,2.512049145065248,88210944,12103,0.6687693200885926,0.8504040294437261,1.6141122071649292,0.9968496729300573
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1701,permuted,237,2.575506533496082,88210944,12103,0.5512891721026342,0.7984427361457432,2.174572593001244,0.995721841774753
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1702,permuted,238,2.5890137841925025,88210944,12103,0.5499344175556758,0.7963713476508208,2.197262330182319,0.9957174040212574
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1703,permuted,237,2.3959742411971092,88210944,12103,0.5565355769031081,0.7990944641558518,2.1679064916900774,0.995779491606317
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1704,permuted,237,2.7785331811755896,88210944,12103,0.5453217706124353,0.7942611657004433,2.2206114643691457,0.9956883196675786
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1705,permuted,237,2.3313275268301368,88210944,12103,0.5548624791539993,0.7980275179389896,2.17998177679862,0.9957780169066939
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1706,permuted,237,2.516614099033177,88210944,12103,0.5524705006520753,0.7975766465104999,2.1843200662754203,0.9957414634725165
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1707,permuted,237,2.359862644225359,88210944,12103,0.5601662991142969,0.8003437527494326,2.1545742771980922,0.9958212611076799
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1708,permuted,237,2.9289459865540266,88210944,12103,0.5570381300752897,0.7992873078227205,2.1653695744969284,0.995776869918098
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1709,permuted,237,3.0639208368957043,88210944,12103,0.5512248337779925,0.7953811013664819,2.208303739748013,0.9957403164839207
D5,0,instrumented_legacy,legacy_eval_loader_assignment,512,1710,permuted,237,2.4605431919917464,88210944,12103,0.5533396460737392,0.7977601294492767,2.182210463306319,0.9957432522285408
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,-1,canonical,237,2.0797835933044553,105580032,12103,1.0,1.0,0.0,1.0
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1701,permuted,236,2.219743306748569,105580032,12103,0.5703509763125945,0.8051479459057502,2.1030616612797424,0.9959286274330206
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1702,permuted,238,2.231847232207656,105580032,12103,0.5716454409477791,0.8065318739994051,2.088479320936653,0.9959409575604252
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1703,permuted,237,2.1953275380656123,105580032,12103,0.5737232836617052,0.806977711335397,2.0834971350091713,0.9959621631948209
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1704,permuted,237,2.208207949064672,105580032,12103,0.5708773584034537,0.8056875851945214,2.0974602864627645,0.9959338708094584
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1705,permuted,237,2.2447326267138124,105580032,12103,0.5726453246212535,0.8058794416872457,2.0954469877818465,0.9959503109793312
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1706,permuted,238,2.1376724177971482,105580032,12103,0.5732660544718144,0.8060095712379145,2.0935512734605215,0.995943565594018
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1707,permuted,237,2.520547829568386,105580032,12103,0.5832690529710013,0.8101682359810668,2.0484911067256846,0.996035884521352
D5,0,instrumented_legacy,legacy_eval_loader_assignment,1024,1708,permuted,237,2.1280372217297554,105580032,12103,0.577206260511576,0.8091821834181309,2.0589357047190315,0.9959782756536664
