dataset,method,seed,metric,observed,null_mean,null_sd,null_q95,empirical_p,z_score,empirical_p_bh_within_run
D17 Human_Kidney_Cancer,KMeans,1,max_fold_enrichment,35.51257071024513,12.639662689181673,2.613875493553183,17.451891891891893,9.999000099990002e-05,8.750572885922377,9.999000099990002e-05
D17 Human_Kidney_Cancer,KMeans,1,top1_capture,0.0945945945945946,0.02986891891891892,0.00800279558643955,0.04054054054054054,9.999000099990002e-05,8.087883162397777,9.999000099990002e-05
D17 Human_Kidney_Cancer,KMeans,1,top3_capture,0.2702702702702703,0.0823337837837838,0.013756002282668676,0.10810810810810811,9.999000099990002e-05,13.662144177110926,9.999000099990002e-05
D17 Human_Kidney_Cancer,KMeans,1,hhi,0.059897735573411263,0.01678177501826151,0.001118474191184503,0.01862673484295107,9.999000099990002e-05,38.548909661910436,9.999000099990002e-05
D17 Human_Kidney_Cancer,KMeans,1,normalized_hhi,0.03224766897262924,0.0015801630530019478,0.0005936593235301061,0.0026418310202094056,9.999000099990002e-05,51.65842547080297,9.999000099990002e-05
D17 Human_Kidney_Cancer,KMeans,2,max_purity,0.18571428571428572,0.06307373883911167,0.03356427473360844,0.08333333333333333,0.012998700129987,3.653901293817385,0.012998700129987
D17 Human_Kidney_Cancer,KMeans,2,max_fold_enrichment,40.51332046332047,13.759450892969998,7.322001176008663,18.179054054054053,0.012998700129987,3.6539012938173854,0.012998700129987
D17 Human_Kidney_Cancer,KMeans,2,top1_capture,0.17567567567567569,0.02892027027027027,0.008289740605057617,0.04054054054054054,9.999000099990002e-05,17.703256639401854,0.00014998500149985002
D17 Human_Kidney_Cancer,KMeans,2,top3_capture,0.35135135135135137,0.07983513513513514,0.014437425124190455,0.10810810810810811,9.999000099990002e-05,18.806415540211564,0.00014998500149985002
D17 Human_Kidney_Cancer,KMeans,2,hhi,0.07779401022644264,0.01690116873630388,0.0011473540356837168,0.018991964937910888,9.999000099990002e-05,53.07240798944178,0.00014998500149985002
D17 Human_Kidney_Cancer,KMeans,2,normalized_hhi,0.04485808202024416,0.0016405218349564209,0.0006199340318314633,0.0027875439318333817,9.999000099990002e-05,69.71315973348106,0.00014998500149985002
