dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,relative_abs_dot_contribution
D5,0,RNA+ADT,RNA,32,5.671055793762207,5.671355247497559,5.682838273048401,29.57006072998047,0.9240643978118896,59.14012145996094,14.66894245147705,False,0.5168355346541706
D5,0,RNA+ADT,ADT,32,5.700374126434326,5.699864387512207,5.719585490226746,18.885759353637695,0.590179979801178,37.77151870727539,13.713282585144043,False,0.48316446534582935
