epoch,phase,loss_rec,loss_vq
0,warmup,6.43278688618115,
1,quantized,46.600124433636665,0.7383704696382795
2,quantized,17.100905746221542,0.6483025806290763
3,quantized,15.231913015246391,0.6073896033423287
4,quantized,14.441047549247742,0.5959461331367493
5,quantized,13.708247229456902,0.5951447742325919
