stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.07309715170413256,570892288,676802560,676802560,0,0,PASS,,
subset_materialization,1.2361152181401849,676802560,701018112,1179652096,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,0.9378891699016094,705568768,920510464,1417433088,0,0,PASS,,
anchor_initialization_before_warmup,0.40253422502428293,944443392,1045889024,1045893120,58028032,62914560,PASS,,
warmup_and_full_training,5.823050408158451,1045929984,1588469760,1588527104,223233536,255852544,PASS,,
inference,0.6506013898178935,1588477952,1589714944,1601400832,228492288,297795584,PASS,,
same_checkpoint_inference_stability,0.0009982897900044918,1593122816,1593122816,1593122816,131045376,297795584,PASS,,
common_evaluation,0.0865580840036273,1593122816,1593782272,1593782272,131045376,297795584,PASS,,
metacell_aggregation,0.06059312401339412,1593782272,1619230720,1619230720,131045376,297795584,PASS,,
