stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.07736173598095775,570839040,677462016,677462016,0,0,PASS,,
subset_materialization,1.1884046322666109,677482496,702554112,877666304,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,0.9376209219917655,707690496,923787264,1419075584,0,0,PASS,,
anchor_initialization_before_warmup,0.27775342809036374,945766400,1047891968,1047891968,57718784,62914560,PASS,,
warmup_and_full_training,4.33113022102043,1047928832,1587048448,1588346880,221897216,255852544,PASS,,
inference,0.9973432659171522,1587179520,1588297728,1599946752,226457600,297795584,PASS,,
same_checkpoint_inference_stability,0.001027952879667282,1591656448,1591767040,1591767040,130188288,297795584,PASS,,
common_evaluation,0.06639361195266247,1591767040,1592565760,1592565760,130188288,297795584,PASS,,
metacell_aggregation,0.045771051198244095,1592565760,1615507456,1615507456,130188288,297795584,PASS,,
