dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,modality_weight,relative_abs_dot_contribution
D5,0,RNA+ADT,RNA,32,5.6749396324157715,5.675936698913574,5.692958283424377,29.498126983642578,0.9218164682388306,58.996253967285156,15.516362190246582,False,1.0,0.5239137862024306
D5,0,RNA+ADT,ADT,32,5.704688549041748,5.71064567565918,5.7365155696868895,18.51226043701172,0.5785081386566162,37.02452087402344,14.099888801574707,False,1.0,0.4760862137975694
