stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.1063700751401484,571170816,676724736,676724736,0,0,PASS,,
subset_materialization,0.4756492590531707,676724736,725397504,748769280,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,5.61516024498269,729903104,2125742080,3774042112,0,0,PASS,,
anchor_initialization_before_warmup,0.8856154447421432,2129448960,2530996224,2530996224,193080832,218103808,PASS,,
warmup_and_full_training,6.1908025410957634,2531020800,3342524416,3393777664,1270314496,1402994688,PASS,,
inference,1.340989945922047,3342708736,3343818752,3633831936,1811368960,2640314368,PASS,,
same_checkpoint_inference_stability,0.000934128649532795,3346853888,3346853888,3346853888,392785408,2640314368,PASS,,
common_evaluation,0.05388182820752263,3346853888,3347468288,3347468288,392785408,2640314368,PASS,,
metacell_aggregation,0.3136408179998398,3347468288,3407417344,3438182400,392785408,2640314368,PASS,,
