dataset,method,assignment_key,alignment,n_cells,requested_K,realized_K,k_difference,requested_compression_ratio,realized_compression_ratio,cells_per_realized_metacell,mast_count,mast_abundance,majority_recall,associated_recall,majority_precision,majority_f1,high_purity_recall,maximum_purity,associated_purity_median,associated_purity_weighted,associated_purity_min,associated_purity_max,max_fold_enrichment,mast_containing_metacell_count,associated_metacell_count,majority_metacell_count,high_purity_metacell_count,top1_capture,top3_capture,top5_capture,hhi,normalized_hhi,status,k_status,target_containing_size_min,target_containing_size_q1,target_containing_size_median,target_containing_size_mean,target_containing_size_q3,target_containing_size_max,associated_size_min,associated_size_q1,associated_size_median,associated_size_mean,associated_size_q3,associated_size_max,majority_size_min,majority_size_q1,majority_size_median,majority_size_mean,majority_size_q3,majority_size_max
D17 Human_Kidney_Cancer,GARQ,metacell,verified numeric row order by exact canonical label vector,16143,403,403,0,0.0249643808461872,0.0249643808461872,40.05707196029777,74,0.004584030229820975,0.0,0.5675675675675675,,0.0,0.0,0.30158730158730157,0.150783498560921,0.1728395061728395,0.08823529411764706,0.30158730158730157,65.7908622908623,31,4,0,0,0.25675675675675674,0.4864864864864865,0.581081081081081,0.10774287801314825,0.07800097394691985,PASS,EXACT_K403,17.0,48.0,55.0,53.064516129032256,59.5,82.0,53.0,57.5,61.0,60.75,64.25,68.0,,,,,,
D17 Human_Kidney_Cancer,MetaQ,metacell,verified numeric row order by exact canonical label vector,16143,403,403,0,0.0249643808461872,0.0249643808461872,40.05707196029777,74,0.004584030229820975,0.0,0.581081081081081,,0.0,0.0,0.22,0.14705882352941177,0.14776632302405499,0.0784313725490196,0.22,47.9927027027027,31,7,0,0,0.14864864864864866,0.3783783783783784,0.4864864864864865,0.06866325785244702,0.03761869978086192,PASS,EXACT_K403,17.0,34.5,46.0,41.193548387096776,48.5,55.0,26.0,34.0,47.0,41.57142857142857,49.5,51.0,,,,,,
D17 Human_Kidney_Cancer,SEACells,SEACell,cell-ID set equality; reordered by canonical IDs,16143,403,403,0,0.0249643808461872,0.0249643808461872,40.05707196029777,74,0.004584030229820975,0.0,0.22972972972972974,,0.0,0.0,0.2727272727272727,0.17647058823529413,0.1328125,0.08695652173913043,0.2727272727272727,59.495085995085994,54,5,0,0,0.04054054054054054,0.12162162162162163,0.17567567567567569,0.02410518626734844,0.005692076574279543,PASS,EXACT_K403,9.0,18.0,33.5,39.53703703703704,54.75,119.0,11.0,17.0,22.0,25.6,32.0,46.0,,,,,,
D17 Human_Kidney_Cancer,MetaCell V2,metacell,cell-ID set equality; reordered by canonical IDs,16143,403,429,26,0.0249643808461872,0.026574986062070247,37.62937062937063,74,0.004584030229820975,0.0,0.16216216216216217,,0.0,0.0,0.08695652173913043,0.07272727272727272,0.07100591715976332,0.058823529411764705,0.08695652173913043,18.969447708578144,56,3,0,0,0.05405405405405406,0.13513513513513514,0.21621621621621623,0.02373995617238861,0.005989773557341131,PASS,AUTHOR_ACCEPTED_SAME_COMPRESSION_NONEXACT_K,23.0,33.0,41.5,42.232142857142854,48.25,74.0,46.0,50.5,55.0,56.333333333333336,61.5,68.0,,,,,,
D17 Human_Kidney_Cancer,SuperCell,metacell,verified numeric row order by exact canonical label vector,16143,403,404,1,0.0249643808461872,0.025026327200644242,39.95792079207921,74,0.004584030229820975,0.0,0.22972972972972974,,0.0,0.0,0.2857142857142857,0.07437694704049844,0.07142857142857142,0.058823529411764705,0.1111111111111111,62.32818532818533,44,4,0,0,0.02702702702702703,0.05405405405405406,0.12162162162162163,0.03579254930606283,0.01336912022015731,PASS,AUTHOR_ACCEPTED_SAME_COMPRESSION_NONEXACT_K,7.0,23.25,49.0,70.25,79.25,317.0,27.0,33.75,52.0,59.5,77.75,107.0,,,,,,
