method,assignment_key,requested_K,realized_K,metacell_id,metacell_size,mast_count,purity,fold_enrichment,fisher_p,fisher_q,is_target_containing,is_associated,is_majority,is_high_purity
SuperCell,metacell,403,404,10,37,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,11,64,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,269,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,82,66,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,108,55,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,374,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,140,61,1,0.01639344262295082,3.57620735489588,0.24481465834594396,1.0,True,False,False,False
SuperCell,metacell,403,404,107,46,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,76,76,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,51,53,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,347,17,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,198,53,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,13,30,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,106,51,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,124,48,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,330,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,148,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,213,62,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,78,75,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,126,72,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,142,21,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,174,27,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,166,17,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,243,20,1,0.05,10.907432432432433,0.08784525586912934,1.0,True,False,False,False
SuperCell,metacell,403,404,254,28,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,400,5,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,83,80,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,170,26,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,335,17,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,380,7,1,0.14285714285714285,31.164092664092664,0.03165609024299604,0.9135043184407428,True,False,False,False
SuperCell,metacell,403,404,258,28,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,207,34,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,337,20,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,290,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,314,13,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,175,22,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,339,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,96,33,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,155,48,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,15,19,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,8,22,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,17,75,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,201,34,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,384,7,1,0.14285714285714285,31.164092664092664,0.03165609024299604,0.9135043184407428,True,False,False,False
SuperCell,metacell,403,404,260,22,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,109,29,2,0.06896551724137931,15.044734389561976,0.007769016918208645,0.31386828349562923,True,False,False,False
SuperCell,metacell,403,404,100,43,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,163,16,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,102,39,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,200,24,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,328,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,332,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,247,31,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,65,34,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,129,32,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,238,27,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,103,42,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,262,36,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,363,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,226,26,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,56,68,4,0.058823529411764705,12.832273449920509,0.00026538832803309675,0.03573896150845703,True,True,False,False
SuperCell,metacell,403,404,117,51,1,0.0196078431372549,4.277424483306836,0.20918206498179975,1.0,True,False,False,False
SuperCell,metacell,403,404,86,36,3,0.08333333333333333,18.179054054054053,0.0005922194417594691,0.04785133089416511,True,True,False,False
SuperCell,metacell,403,404,192,39,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,382,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,178,24,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,376,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,156,15,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,387,7,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,77,21,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,97,21,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,259,17,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,361,12,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,199,25,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,4,58,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,319,20,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,95,40,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,231,35,1,0.02857142857142857,6.232818532818532,0.14869081644686055,1.0,True,False,False,False
SuperCell,metacell,403,404,194,40,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,217,34,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,228,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,251,24,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,273,24,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,186,65,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,203,70,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,22,27,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,401,4,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,208,22,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,244,20,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,136,27,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,233,37,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,25,93,1,0.010752688172043012,2.345684394071491,0.34852744736058827,1.0,True,False,False,False
SuperCell,metacell,403,404,230,39,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,321,16,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,18,61,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,99,72,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,91,17,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,173,21,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,340,13,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,122,19,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,293,21,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,59,46,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,70,29,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,327,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,130,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,309,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,381,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,395,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,250,37,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,92,26,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,171,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,305,12,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,42,31,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,285,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,242,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,297,15,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,355,12,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,348,13,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,223,26,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,316,12,1,0.08333333333333333,18.179054054054053,0.05366028372945826,1.0,True,False,False,False
SuperCell,metacell,403,404,378,7,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,63,37,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,301,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,267,31,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,81,27,3,0.1111111111111111,24.23873873873874,0.0002498988303559634,0.03573896150845703,True,True,False,False
SuperCell,metacell,403,404,329,17,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,162,30,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,216,41,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,167,33,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,344,16,2,0.125,27.26858108108108,0.002386299164743538,0.1377235517937699,True,False,False,False
SuperCell,metacell,403,404,274,18,1,0.05555555555555555,12.11936936936937,0.07941498235800827,1.0,True,False,False,False
SuperCell,metacell,403,404,145,46,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,165,50,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,183,31,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,164,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,342,15,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,277,25,1,0.04,8.725945945945947,0.1085891942146478,1.0,True,False,False,False
SuperCell,metacell,403,404,313,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,362,7,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,281,19,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,367,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,300,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,35,15,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,235,16,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,225,13,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,147,20,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,304,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,284,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,169,66,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,289,17,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,279,15,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,237,25,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,334,20,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,377,10,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,366,7,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,268,20,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,144,24,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,286,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,249,20,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,391,4,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,222,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,98,37,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,287,12,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,353,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,369,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,373,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,394,5,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,338,10,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,397,5,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,346,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,404,4,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,257,14,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,356,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,307,10,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,350,13,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,255,18,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,349,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,234,16,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,46,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,375,5,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,215,25,1,0.04,8.725945945945947,0.1085891942146478,1.0,True,False,False,False
SuperCell,metacell,403,404,288,16,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,392,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,396,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,379,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,296,21,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,370,10,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,368,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,389,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,364,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,372,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,271,10,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,292,19,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,383,7,2,0.2857142857142857,62.32818532818533,0.00042891317432093687,0.04332023060641462,True,False,False,False
SuperCell,metacell,403,404,360,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,343,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,390,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,393,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,371,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,357,8,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,385,5,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,135,21,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,345,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,275,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,302,11,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,333,9,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,398,4,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,386,6,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,399,5,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,402,4,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,403,4,0,0.0,0.0,1.0,1.0,False,False,False,False
SuperCell,metacell,403,404,351,8,0,0.0,0.0,1.0,1.0,False,False,False,False
