stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.07141200732439756,569290752,675217408,675217408,0,0,PASS,,
subset_materialization,1.1920013912022114,675348480,700444672,875339776,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,0.9348512496799231,705654784,921735168,1416941568,0,0,PASS,,
anchor_initialization_before_warmup,0.27256287122145295,943063040,1045110784,1045110784,57880064,62914560,PASS,,
warmup_and_full_training,4.335928624961525,1045147648,1582731264,1582784512,223088640,255852544,PASS,,
inference,0.6467167651280761,1582878720,1584123904,1595731968,227518976,297795584,PASS,,
same_checkpoint_inference_stability,0.001146520022302866,1587605504,1587605504,1587605504,130635264,297795584,PASS,,
common_evaluation,0.08843141794204712,1587605504,1588326400,1588326400,130635264,297795584,PASS,,
metacell_aggregation,0.06798635376617312,1588338688,1617166336,1617166336,130635264,297795584,PASS,,
