training_step,epoch,phase,batch_cells,assignment_nonempty_anchor_count,usage_sum,usage_min,usage_median,usage_max,usage_entropy_nats,usage_perplexity,usage_gini,manual_reposition_enabled,reposition_interval,reposition_due,local_branch_condition,local_branch_executed,beta_s_min,beta_s_median,beta_s_max,beta_l_min,beta_l_median,beta_l_max,manual_displacement_min,manual_displacement_median,manual_displacement_max,manual_displacement_anchor_count,anchor_nan_count,anchor_inf_count
1,1,quantized_training,256,32,0.10000000894069672,0.0,0.0007812500116415322,0.02500000037252903,2.8307993412017822,16.95901107788086,0.6619139909744263,True,1,True,False,False,3.783505853677006e-44,0.009200477041304111,0.9990005493164062,,,,0.0,0.0822581797838211,10.019763946533203,34,0,0
2,1,quantized_training,256,21,0.1899999976158142,0.00035156248486600816,0.0017578124534338713,0.02734375,3.043972969055176,20.98846435546875,0.6046875715255737,True,1,True,False,False,0.0,5.302482168190181e-05,0.24481558799743652,,,,0.0,0.0004490641877055168,2.539905309677124,29,0,0
3,1,quantized_training,256,20,0.2709999978542328,0.0003164062218274921,0.0029882811941206455,0.03867187350988388,3.033629894256592,20.772497177124023,0.6049736142158508,True,1,True,False,False,0.0,2.201126534373543e-07,0.28178104758262634,,,,0.0,1.9497074390528724e-06,2.711343288421631,27,0,0
4,1,quantized_training,256,17,0.34389999508857727,0.0005695311701856554,0.003597656264901161,0.052074216306209564,2.936311960220337,18.84621238708496,0.6386406421661377,True,1,True,False,False,0.0,1.214925582360138e-08,0.10237377136945724,,,,0.0,8.623790392903175e-08,0.8794266581535339,27,0,0
5,1,quantized_training,256,18,0.4095100164413452,0.0005125780589878559,0.004100624471902847,0.06522616744041443,2.8441925048828125,17.187673568725586,0.6669368743896484,True,1,True,False,False,0.0,9.674119283431537e-09,0.12856608629226685,,,,0.0,7.274458369010972e-08,0.9999329447746277,27,0,0
6,1,quantized_training,256,19,0.46855899691581726,0.00046132024726830423,0.004151882603764534,0.0826527327299118,2.7405457496643066,15.495439529418945,0.6966170072555542,True,1,True,False,False,0.0,2.4339387394434198e-08,0.15782301127910614,,,,0.0,2.0875964423794358e-07,1.5181646347045898,27,0,0
7,1,quantized_training,256,21,0.5217030644416809,0.0007667507161386311,0.00394428800791502,0.08837360888719559,2.7277073860168457,15.297775268554688,0.698767900466919,True,1,True,False,False,0.0,6.123615037267882e-08,0.04651396721601486,,,,0.0,5.284802000460331e-07,0.33615508675575256,23,0,0
8,2,quantized_training,256,21,0.5695327520370483,0.0007252318901009858,0.0037366938777267933,0.09906749427318573,2.69301700592041,14.776188850402832,0.7101419568061829,True,1,True,False,False,0.0,1.2195835097372765e-07,0.054917268455028534,,,,0.0,1.0740345715021249e-06,0.46687009930610657,23,0,0
9,2,quantized_training,256,21,0.6125794649124146,0.0006726048304699361,0.004362931940704584,0.11181698739528656,2.6649081707000732,14.366630554199219,0.7181782126426697,True,1,True,False,False,0.0,1.0469797473433573e-08,0.06778466701507568,,,,0.0,6.247501715961334e-08,0.5479069352149963,25,0,0
10,2,quantized_training,256,22,0.6513214707374573,0.0006053443066775799,0.003926638513803482,0.12290091067552567,2.643009662628174,14.055442810058594,0.7256154417991638,True,1,True,False,False,0.0,3.2655414372584346e-08,0.0887104943394661,,,,0.0,3.84522337526505e-07,0.6905294060707092,25,0,0
11,2,quantized_training,256,18,0.6861892938613892,0.0005448098527267575,0.0035339745227247477,0.1289701908826828,2.610469102859497,13.60543155670166,0.7349019050598145,True,1,True,False,False,0.0,1.830275806469217e-07,0.11301449686288834,,,,0.0,1.8902902638728847e-06,0.9925879240036011,24,0,0
12,2,quantized_training,256,19,0.717570424079895,0.000490328879095614,0.0037228683941066265,0.1340419203042984,2.5908937454223633,13.341690063476562,0.74031001329422,True,1,True,False,False,0.0,2.428405707632919e-07,0.14053264260292053,,,,0.0,1.678330363574787e-06,1.0287439823150635,23,0,0
13,2,quantized_training,256,22,0.7458133697509766,0.0005516199744306505,0.003350581508129835,0.13977834582328796,2.576986074447632,13.15742301940918,0.7446679472923279,True,1,True,False,False,0.0,3.385035540759418e-07,0.10997744649648666,,,,0.0,2.8971660412935307e-06,0.8187588453292847,24,0,0
