dataset,method,seed,implementation_tag,resolution,n_cells,requested_K,realized_K,empty_anchor_count,empty_rate,compression_ratio,size_min,size_q1,size_median,size_mean,size_q3,size_p90,size_p95,size_p99,size_max,size_sd,size_cv,size_gini,singleton_rate,size_le_2_rate,size_gt_2x_median_rate,size_gt_5x_median_rate,tukey_outlier_count,max_median_ratio
D5,GARQ,0,diagnostic_variant_rare_subsampling,0.02,2000,40,37,3,0.075,54.054054054054056,1.0,5.0,12.0,54.054054054054056,26.0,178.2,292.1999999999996,493.0000000000001,565.0,117.29851423373377,2.1700225133240747,0.7691351351351351,0.08108108108108109,0.24324324324324326,0.2972972972972973,0.13513513513513514,6,47.083333333333336
