status,method,seed,realized_K,gene,protein,prespecified,pearson_r,spearman_rho,partial_pearson_r,partial_ci_low,partial_ci_high
PASS,SEACells,0,510,IL7R,CD127,False,0.5506631361856593,0.7457178237931698,0.1192259056501908,0.025845203238921425,0.20113989435086044
PASS,SEACells,0,510,CD14,CD14,False,0.6731942589096982,0.5006918087474119,0.13213925161100729,0.05500588461737435,0.2067893138381529
PASS,SEACells,0,510,FCGR3A,CD16,False,0.5444926084744807,0.3795021721633911,0.3928223934060149,0.2955730100974119,0.4704375684729315
PASS,SEACells,0,510,CD19,CD19,False,0.8690607483645638,0.6323506694848733,0.21782098751913243,0.04822954059282518,0.357947664167895
PASS,SEACells,0,510,CD24,CD24,False,0.5025208897939897,0.443710633143647,0.09112005526062714,-0.023520415339518222,0.1932260122903505
PASS,SEACells,0,510,IL2RA,CD25,False,0.11792246296293128,0.20389109761339688,0.06990765086073851,-0.029443141685529008,0.1656717484354372
PASS,SEACells,0,510,CD27,CD27,False,0.6362894684580535,0.6297930712995278,0.12834742387620804,0.022846596799881623,0.2248125784728368
PASS,SEACells,0,510,CD38,CD38,False,0.5511516951240018,0.5694568838681608,0.3104435648759271,0.2290685260800745,0.3911451107920555
PASS,SEACells,0,510,CD4,CD4,False,0.6631376916834507,0.7011778198520939,0.41299288303356957,0.3357976853198631,0.4840199233500849
PASS,SEACells,0,510,CD40,CD40,False,0.680652294739015,0.554846203308557,-0.05779183885037379,-0.14286441497560304,0.028403350969322873
PASS,SEACells,0,510,NCAM1,CD56,True,0.6981704652841155,0.5095946282776183,0.38563800976311047,0.2829304992297094,0.46716229206634513
PASS,SEACells,0,510,CD80,CD80,False,0.13218121021040058,0.13682082816075042,0.055267441332680065,-0.03443121418075611,0.13648779085076065
PASS,SEACells,0,510,CD86,CD86,False,0.6265520900160194,0.5149550666601979,0.005252946732649915,-0.08500856076801463,0.10873925837073302
PASS,SEACells,0,510,CD8A,CD8a,True,0.6676069098605705,0.6860351668589035,0.2698535834993256,0.19386215945178567,0.339371290859634
PASS,SEACells,0,510,KLRG1,KLRG1,False,0.5650508960994708,0.6357233892288354,0.31391869892301727,0.2288848155682605,0.3969439985524758
