status,method,seed,realized_K,gene,protein,prespecified,pearson_r,spearman_rho,partial_pearson_r,partial_ci_low,partial_ci_high
PASS,KMeans,1,510,IL7R,CD127,False,0.5484492710406582,0.6837336787920828,0.047729745955266106,-0.032444425645402626,0.12488899954378842
PASS,KMeans,1,510,CD14,CD14,False,0.6095978481312374,0.36372130441639877,0.03846148689470732,-0.039171062883945174,0.10721952629175659
PASS,KMeans,1,510,FCGR3A,CD16,False,0.425919085003575,0.17454090426236163,0.20386379092490817,0.07024953231269059,0.29488313007962846
PASS,KMeans,1,510,CD19,CD19,False,0.9229493647373733,0.5874362443101244,0.005442173707785226,-0.05996510481510077,0.07606280429001881
PASS,KMeans,1,510,CD24,CD24,False,0.49477887433380313,0.3960263246110104,0.045240162244214524,-0.04613170237689,0.1311213154928746
PASS,KMeans,1,510,IL2RA,CD25,False,0.1842729130126755,0.25150775824712807,0.15793489073276792,0.07203866606171341,0.2492476227547458
PASS,KMeans,1,510,CD27,CD27,False,0.6221484828517024,0.6138759527786382,0.1240101851310655,0.04296538223639784,0.21865254853373592
PASS,KMeans,1,510,CD38,CD38,False,0.4526820756291107,0.5056407896861222,0.2542178002919196,0.16516812635591724,0.3434194842751587
PASS,KMeans,1,510,CD4,CD4,False,0.6761131096877776,0.6649544030125473,0.31285910323284016,0.1957123144898052,0.40200583969966375
PASS,KMeans,1,510,CD40,CD40,False,0.6970984122085971,0.5354334442945913,-0.00788080541377059,-0.10664773600446786,0.08976569450711296
PASS,KMeans,1,510,NCAM1,CD56,True,0.6125559487281589,0.33949691088592143,0.25463913769379315,0.15463300705571065,0.3401204867306606
PASS,KMeans,1,510,CD80,CD80,False,0.07808378425310541,0.07088741205038149,0.013787588638728754,-0.050781358159915885,0.0756247775108283
PASS,KMeans,1,510,CD86,CD86,False,0.5738651329346612,0.46259551475155763,0.12041893264189316,0.024495939180628083,0.20574360370582298
PASS,KMeans,1,510,CD8A,CD8a,True,0.6401388018299848,0.5627689538282286,0.2624428731384443,0.1710455735180363,0.33706175619603934
PASS,KMeans,1,510,KLRG1,KLRG1,False,0.494610070262969,0.4938338860906798,0.24760418323109468,0.18957496433140972,0.3112730150719334
