stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.06286884099245071,559828992,665604096,665604096,0,0,PASS,,
subset_materialization,0.02482219599187374,665604096,674578432,674578432,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,0.031429200898855925,681340928,693104640,693104640,0,0,PASS,,
anchor_initialization_before_warmup,0.3260590750724077,711020544,796123136,796123136,38238720,39845888,PASS,,
warmup_and_full_training,4.078282185830176,796233728,1350209536,1350275072,102976512,117440512,PASS,,
inference,0.9179459200240672,1350299648,1350971392,1352187904,98506240,117440512,PASS,,
common_evaluation,0.09271842893213034,1351716864,1353281536,1353281536,76254720,117440512,PASS,,
metacell_aggregation,0.014440992847084999,1353281536,1354395648,1354395648,76254720,117440512,PASS,,
