epoch,phase,loss_rec,loss_vq
0,warmup,0.3082211805241449,
1,quantized,2.1454389691352844,0.8450253520693097
2,quantized,1.5794157683849335,0.713332440171923
3,quantized,1.296185202896595,0.7013979724475315
4,quantized,1.1339640691876411,0.7081719807216099
5,quantized,1.0381308794021606,0.6948085938181195
