stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.07996617816388607,571203584,677064704,677064704,0,0,PASS,,
subset_materialization,1.631795289926231,677064704,775233536,841478144,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,6.839224961120635,779747328,2498826240,7224365056,0,0,PASS,,
anchor_initialization_before_warmup,1.4917054697871208,2608533504,2941521920,2994999296,171850240,199229440,PASS,,
warmup_and_full_training,7.379527784883976,2941521920,3687129088,3755397120,1147836928,1214251008,PASS,,
inference,1.6741841370239854,3687198720,3689078784,3964366848,1700818944,2451570688,PASS,,
same_checkpoint_inference_stability,0.0008908961899578571,3691880448,3691880448,3691880448,337117696,2451570688,PASS,,
common_evaluation,0.05308123677968979,3691880448,3692601344,3692601344,337117696,2451570688,PASS,,
metacell_aggregation,0.4490987421013415,3692601344,3752439808,3842174976,337117696,2451570688,PASS,,
