,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.5284857001432134,-2.5036617166979194,-2.415391008830568,0.4287529247630462,-2.7623580975931117,0.2236980951627624,0.02368759119118581,-0.018480638240089872,-0.007365672822945867,0.05877466018318928,-0.007108086408985635,0.007807144316029637,0.14998280795209162,-0.004584596409120857,-0.06057962564144779
1,-3.102251864498506,1.9892276391334538,0.5665204123627494,-0.8463671745212665,1.2363527946424768,1.5457717297675895,-0.048861487566312166,0.048241847699201125,0.05078782268488664,0.007424996917193313,0.010659130146039848,-0.04328091197944478,-0.06682897351369572,-0.02063545175682369,0.10781378937977527
10,-2.3386104438556026,2.2326835278394404,0.3477715878060962,-0.5430810502821058,0.6606932384482058,-0.15550066577622507,0.06134411698901058,0.061246761289951934,0.029903634915297926,-0.0983568752018758,0.08977453619083234,-0.03186217691094522,0.06905980538659996,-0.0734831634082504,0.10839754148985092
100,-2.6064835548713665,2.3129152441032055,0.6277497895719764,-0.6798334325955139,1.026877111247322,1.1748657949198782,0.0158106992021706,-0.007185489821529038,0.06907414159268772,0.01946226889065106,-0.006243157582565987,-0.0932869286117406,0.03192940502855339,-0.0011856866653790704,0.24722851863086312
101,-1.9454045607493522,2.533013015130389,0.2661055757530194,-0.5443151610157393,0.4107448061244587,-0.4538044477155882,0.056849956626507825,-0.0015942549530853008,-0.09594187488375902,-0.24023077265488507,-0.09127605897561568,-0.03427937329395398,0.16457802629399293,-0.05693953342024501,-0.0672176947855336
102,-1.9617781244611108,2.7927300274220404,0.24639811526003877,-0.037327237823914436,0.8607622124545992,0.7016147952103056,0.014902810847651509,-0.09731607705567143,0.0047749308967087725,0.027027878788973638,-0.16507315609194062,0.10711866108671089,0.01580927149846775,-0.19018844935996887,0.05640657526031142
103,-0.7853768536278235,-2.583764686840457,-2.545040390107404,0.4180668773994278,-2.7869638004519897,2.7423182068996015,0.021757879725783004,-0.17237361264136816,0.09453504359918435,0.06706130399002251,-0.0009013292003338979,0.004634102434379678,0.061076376968585755,-0.024713233903923496,0.023074644327090395
104,0.5248238756931176,-5.167396117362364,-2.234737571435879,0.7940407126628047,5.552275381098798,-0.4875761168451618,0.27429539986453183,-0.26781623135420923,0.12520467331467222,-0.29407750476594274,0.1717478021526465,-0.05498324399773142,0.05854313978426979,0.09423203315012295,0.04772063461487874
105,-1.2433666986429786,-0.37701036593725656,-1.2248936211980674,0.2866826446729565,-1.812506726698563,0.6551050044586705,0.049148733636715736,-0.00479747992536531,-0.1296885478316004,-0.1105260055759594,-0.24116042894501458,0.02038216083993572,-0.10418839281125537,0.05077847033340751,0.08724340794446112
106,0.9999384042666813,-4.535814590547829,-0.8455208398851243,0.29055765484790846,3.2130736590717417,-1.03286741717117,0.009462107526841686,0.021566437947532217,0.007370813865019712,0.2029382025375066,0.02172316895835035,-0.005443988600242426,0.08483953268795473,0.018766257276962208,-0.060323131894201104
107,-0.11375164061320922,-3.229391438563339,-2.308989479003116,1.0618566453967484,-2.3444109362711476,-1.5114712302035462,-0.07697344871771701,0.11188068449178167,-0.07322267338916706,0.11157718336167659,0.004667784566298591,0.03922136977210004,0.001229239703753374,-0.057245351157086684,-0.0423464948384309
108,0.32286478243379335,-3.1309190830982043,-2.4803349201988163,0.7886767683647623,-2.6536866123747354,-1.57137905984538,-0.11039999675639815,0.03762915373587945,-0.1477047214808154,0.18194857723026223,-0.01698686100256597,-0.013185617325950966,0.03746019210580115,-0.05635678199823682,-0.12656044842916309
