training_step,epoch,phase,batch_cells,assignment_nonempty_anchor_count,usage_sum,usage_min,usage_median,usage_max,usage_entropy_nats,usage_perplexity,usage_gini,manual_reposition_enabled,reposition_interval,reposition_due,local_branch_condition,local_branch_executed,beta_s_min,beta_s_median,beta_s_max,beta_l_min,beta_l_median,beta_l_max,manual_displacement_min,manual_displacement_median,manual_displacement_max,manual_displacement_anchor_count,anchor_nan_count,anchor_inf_count
1,1,quantized_training,256,27,0.10000000149011612,0.0,0.0007812500116415322,0.02890625037252903,2.5403425693511963,12.684016227722168,0.747851550579071,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
2,1,quantized_training,256,26,0.1899999976158142,0.0,0.0014453125186264515,0.04906249791383743,2.6078972816467285,13.570487022399902,0.737027108669281,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
3,1,quantized_training,256,28,0.2709999978542328,0.0,0.0020820312201976776,0.07228124886751175,2.650625705718994,14.162898063659668,0.7206894159317017,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
4,1,quantized_training,256,31,0.34389999508857727,0.0,0.0024507814086973667,0.09552186727523804,2.636882781982422,13.969590187072754,0.7221790552139282,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
5,1,quantized_training,256,30,0.40950995683670044,0.0,0.00259632826782763,0.11448530107736588,2.622197151184082,13.765935897827148,0.7252694964408875,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
6,1,quantized_training,256,26,0.4685589671134949,0.0,0.002675882773473859,0.131943017244339,2.601264715194702,13.4807767868042,0.7303853034973145,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
7,1,quantized_training,256,26,0.5217030644416809,0.0,0.002798919565975666,0.15273308753967285,2.582045316696167,13.22415828704834,0.7351952195167542,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
8,2,quantized_training,256,29,0.5695327520370483,0.0,0.003300277516245842,0.1636316478252411,2.606459617614746,13.55099105834961,0.7286399006843567,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
9,2,quantized_training,256,27,0.6125794649124146,0.0,0.0034362233709543943,0.1714872270822525,2.6263747215270996,13.823564529418945,0.7232480645179749,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
10,2,quantized_training,256,27,0.6513214707374573,0.0,0.0040441155433654785,0.18011973798274994,2.6420493125915527,14.041950225830078,0.7183679342269897,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
11,2,quantized_training,256,28,0.6861892938613892,0.0,0.00367007520981133,0.18085776269435883,2.6619973182678223,14.324872016906738,0.7149665355682373,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
12,2,quantized_training,256,28,0.717570424079895,0.0,0.004549526609480381,0.19050635397434235,2.648696184158325,14.13559627532959,0.7171188592910767,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
13,2,quantized_training,256,28,0.7458133697509766,0.0,0.0040945736691355705,0.19372133910655975,2.6462507247924805,14.101070404052734,0.7191905379295349,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
14,2,quantized_training,256,27,0.771232008934021,0.0,0.005367835983633995,0.19622419774532318,2.6611337661743164,14.312506675720215,0.715922474861145,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
15,3,quantized_training,256,30,0.7941087484359741,0.0,0.005948952399194241,0.19847676157951355,2.6864795684814453,14.67990493774414,0.7085992097854614,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
