stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.06588939391076565,571916288,677851136,677851136,0,0,PASS,,
subset_materialization,0.19957233825698495,677851136,729849856,731734016,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,4.450333919841796,734101504,2300293120,5447159808,0,0,PASS,,
anchor_initialization_before_warmup,0.5196934388950467,2315661312,2575572992,2575572992,159081984,176160768,PASS,,
warmup_and_full_training,4.923441891092807,2575609856,3434655744,3494604800,1065978368,1121976320,PASS,,
inference,1.406431145966053,3434962944,3437047808,3705516032,1636400128,2359296000,PASS,,
same_checkpoint_inference_stability,0.0013717547990381718,3440025600,3440025600,3440025600,300097024,2359296000,PASS,,
common_evaluation,0.07209945982322097,3440025600,3440783360,3440783360,300097024,2359296000,PASS,,
metacell_aggregation,0.40035327104851604,3440783360,3512569856,3858259968,300097024,2359296000,PASS,,
