dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,modality_weight,relative_abs_dot_contribution
D5,0,RNA+ADT,RNA,32,5.676655292510986,5.673396110534668,5.695915699005127,29.885807037353516,0.9339314699172974,59.77161407470703,15.074081420898438,False,1.0,0.49283119114912305
D5,0,RNA+ADT,ADT,32,5.712447643280029,5.712461471557617,5.732057189941406,17.15717315673828,0.5361616611480713,34.31434631347656,15.512621879577637,False,1.0,0.5071688088508769
