metacell_id,size,dataset,method,seed,implementation_tag,resolution,requested_K,realized_K,n_cells,source_file
83,4,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
84,2,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
85,4,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
86,6,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
87,3,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
88,3,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
89,12,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
90,1,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
91,1,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
92,136,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
93,148,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
94,33,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
95,27,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
96,26,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
98,2,D5,GARQ,0,instrumented_legacy,0.05,100,76,2000,revision_results/01_size_resolution/smoke/D5/K005_seed0/metacell_size_long.csv
