dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery,source_file
D5,GARQ,0,instrumented_legacy,0.05,NK-monocyte doublets,0.014,Intermediate,28,0.0,0.0,0.0,0,,,80.0,197.0,210.0,0.0,0.0,0,0.0,0,0.0,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Naive B,0.057,Intermediate,114,0.6153846153846154,0.9824561403508772,0.7567567567567568,4,0.794936294355799,0.6153846153846154,26.0,114.2,136.0,0.0087719298245614,0.9824561403508772,4,0.8,3,0.6,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Neutrophils,0.0295,Intermediate,59,0.8,0.2711864406779661,0.4050632911392405,2,0.8888888888888888,0.8,46.0,177.5,210.0,0.0338983050847457,0.2711864406779661,2,0.3333333333333333,2,0.3333333333333333,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Non classical monocytes,0.051,Intermediate,102,0.6259541984732825,0.803921568627451,0.703862660944206,4,0.7669956140350876,0.6259541984732825,38.0,170.99999999999991,210.0,0.0098039215686274,0.803921568627451,4,0.5714285714285714,2,0.2857142857142857,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Plasma cells,0.002,Rare,4,0.0,0.0,0.0,0,,,81.5,130.54999999999998,136.0,0.0,0.0,0,0.0,0,0.0,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Platelet-T cell doublets,0.002,Rare,4,1.0,0.5,0.6666666666666666,1,1.0,1.0,4.5,6.75,7.0,0.5,0.5,1,0.5,1,0.5,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,74.0,196.4,210.0,0.0,0.0,0,0.0,0,0.0,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Platelets,0.003,Rare,6,0.7142857142857143,0.8333333333333334,0.7692307692307692,1,0.7142857142857143,0.7142857142857143,108.5,199.85,210.0,0.0,0.8333333333333334,1,0.5,1,0.5,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,148.0,203.8,210.0,0.0,0.0,0,0.0,0,0.0,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,Regulatory T cells,0.0075,Rare,15,0.4,0.1333333333333333,0.2,1,0.4,0.4,33.0,161.89999999999998,173.0,0.0,0.1333333333333333,0,0.0,0,0.0,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,T-NK-B cell doublets,0.0265,Intermediate,53,1.0,0.1132075471698113,0.2033898305084746,1,1.0,1.0,32.5,121.29999999999995,136.0,0.1132075471698113,0.1132075471698113,1,0.25,1,0.25,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,77.0,191.5,210.0,0.0,0.0,0,0.0,0,0.0,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,gdT cells,0.04,Intermediate,80,1.0,0.0125,0.0246913580246913,1,1.0,1.0,108.5,205.45,210.0,0.0125,0.0125,1,0.125,1,0.125,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
D5,GARQ,0,instrumented_legacy,0.05,plasmacytoid DC,0.0055,Rare,11,0.0,0.0,0.0,0,,,105.0,132.9,136.0,0.0,0.0,0,0.0,0,0.0,revision_results/01_size_resolution/smoke/D5/K005_seed0/per_type_metrics_long.csv
