dataset,method,seed,subset_seed,target_cell_type,source_abundance,target_abundance,realized_abundance,support,requested_K,realized_K,cell_precision,cell_recall,cell_f1,purity_unweighted,purity_weighted,majority_retention,high_purity_recovery,run_id
D5,GARQ,2,972684,conventional DC,0.007727797001153403,0.002,0.002,4,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.002_confirmatory_smoke_seed2_v1-1cd12b66f4c2
D5,GARQ,3,622248,conventional DC,0.007727797001153403,0.002,0.002,4,40,40,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.002_confirmatory_smoke_seed3_v1-4e0b8fa2eec6
D5,GARQ,4,140940,conventional DC,0.007727797001153403,0.002,0.002,4,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.002_confirmatory_smoke_seed4_v1-fd5e356fbb76
D5,GARQ,0,721605,conventional DC,0.007727797001153403,0.005,0.005,10,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.005_confirmatory_smoke_seed0_v1-7fcfad394a99
D5,GARQ,1,505207,conventional DC,0.007727797001153403,0.005,0.005,10,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.005_confirmatory_smoke_seed1_v1-abf4c147f507
D5,GARQ,2,339252,conventional DC,0.007727797001153403,0.005,0.005,10,40,40,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.005_confirmatory_smoke_seed2_v1-b80161fcfc3d
D5,GARQ,3,718218,conventional DC,0.007727797001153403,0.005,0.005,10,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.005_confirmatory_smoke_seed3_v1-a2cba2a71f58
D5,GARQ,4,896531,conventional DC,0.007727797001153403,0.005,0.005,10,40,40,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_conventional-DC_abundance_0.005_confirmatory_smoke_seed4_v1-5fe2ae1f7077
D5,GARQ,0,628498,gdT cells,0.0461361014994233,0.001,0.001,2,40,40,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.001_confirmatory_smoke_seed0_v1-4105f7cfbebb
D5,GARQ,1,463826,gdT cells,0.0461361014994233,0.001,0.001,2,40,37,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.001_confirmatory_smoke_seed1_v1-e05509eb7b29
D5,GARQ,2,75655,gdT cells,0.0461361014994233,0.001,0.001,2,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.001_confirmatory_smoke_seed2_v1-fb352fe4ccb2
D5,GARQ,3,23089,gdT cells,0.0461361014994233,0.001,0.001,2,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.001_confirmatory_smoke_seed3_v1-674e6b707fca
D5,GARQ,4,788648,gdT cells,0.0461361014994233,0.001,0.001,2,40,40,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.001_confirmatory_smoke_seed4_v1-4f341c0724b0
D5,GARQ,0,510685,gdT cells,0.0461361014994233,0.002,0.002,4,40,40,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.002_confirmatory_smoke_seed0_v1-f2bb456bb1e4
D5,GARQ,1,82788,gdT cells,0.0461361014994233,0.002,0.002,4,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.002_confirmatory_smoke_seed1_v1-674d19e96cf5
D5,GARQ,2,866327,gdT cells,0.0461361014994233,0.002,0.002,4,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.002_confirmatory_smoke_seed2_v1-66fbb8bb5067
D5,GARQ,3,693313,gdT cells,0.0461361014994233,0.002,0.002,4,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.002_confirmatory_smoke_seed3_v1-0a547a5342d5
D5,GARQ,4,202927,gdT cells,0.0461361014994233,0.002,0.002,4,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.002_confirmatory_smoke_seed4_v1-237e3e94b523
D5,GARQ,0,827414,gdT cells,0.0461361014994233,0.005,0.005,10,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.005_confirmatory_smoke_seed0_v1-e32419cca64c
D5,GARQ,1,496422,gdT cells,0.0461361014994233,0.005,0.005,10,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.005_confirmatory_smoke_seed1_v1-2bff81638728
D5,GARQ,2,368898,gdT cells,0.0461361014994233,0.005,0.005,10,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.005_confirmatory_smoke_seed2_v1-ad6824661bed
D5,GARQ,3,371718,gdT cells,0.0461361014994233,0.005,0.005,10,40,38,1.0,0.1,0.1818181818181818,1.0,1.0,0.2,0.2,E1_D5_rare_gdT-cells_abundance_0.005_confirmatory_smoke_seed3_v1-2d79d256d0cf
D5,GARQ,4,225513,gdT cells,0.0461361014994233,0.005,0.005,10,40,36,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.005_confirmatory_smoke_seed4_v1-24ee5e296b8f
D5,GARQ,0,634400,gdT cells,0.0461361014994233,0.01,0.01,20,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.01_confirmatory_smoke_seed0_v1-3cbf602f3436
D5,GARQ,1,790124,gdT cells,0.0461361014994233,0.01,0.01,20,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.01_confirmatory_smoke_seed1_v1-12e64de2c7aa
D5,GARQ,2,782327,gdT cells,0.0461361014994233,0.01,0.01,20,40,37,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.01_confirmatory_smoke_seed2_v1-5842525942a2
D5,GARQ,3,732481,gdT cells,0.0461361014994233,0.01,0.01,20,40,38,1.0,0.1,0.1818181818181818,1.0,1.0,0.1111111111111111,0.1111111111111111,E1_D5_rare_gdT-cells_abundance_0.01_confirmatory_smoke_seed3_v1-9473d703ced6
D5,GARQ,4,799582,gdT cells,0.0461361014994233,0.01,0.01,20,40,38,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.01_confirmatory_smoke_seed4_v1-86db42347500
D5,GARQ,0,668704,gdT cells,0.0461361014994233,0.02,0.02,40,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.02_confirmatory_smoke_seed0_v1-2905676ae7ac
D5,GARQ,1,700681,gdT cells,0.0461361014994233,0.02,0.02,40,40,37,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.02_confirmatory_smoke_seed1_v1-3dc9f0863d1c
D5,GARQ,2,102861,gdT cells,0.0461361014994233,0.02,0.02,40,40,39,0.0,0.0,0.0,,,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.02_confirmatory_smoke_seed2_v1-eb98f046c2d7
D5,GARQ,3,100718,gdT cells,0.0461361014994233,0.02,0.02,40,40,39,0.4054054054054054,0.375,0.3896103896103896,0.4054054054054054,0.4054054054054054,0.0,0.0,E1_D5_rare_gdT-cells_abundance_0.02_confirmatory_smoke_seed3_v1-7a49d72b950e
D5,GARQ,4,988593,gdT cells,0.0461361014994233,0.02,0.02,40,40,35,0.7777777777777778,0.175,0.2857142857142857,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.1111111111111111,E1_D5_rare_gdT-cells_abundance_0.02_confirmatory_smoke_seed4_v1-183f687d2189
