training_step,epoch,phase,batch_cells,assignment_nonempty_anchor_count,usage_sum,usage_min,usage_median,usage_max,usage_entropy_nats,usage_perplexity,usage_gini,manual_reposition_enabled,reposition_interval,reposition_due,local_branch_condition,local_branch_executed,beta_s_min,beta_s_median,beta_s_max,beta_l_min,beta_l_median,beta_l_max,manual_displacement_min,manual_displacement_median,manual_displacement_max,manual_displacement_anchor_count,anchor_nan_count,anchor_inf_count
1,1,quantized_training,256,32,0.10000000894069672,0.0,0.0007812500116415322,0.02500000037252903,2.8307993412017822,16.95901107788086,0.6619139909744263,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
2,1,quantized_training,256,31,0.1899999976158142,0.0,0.0021875000093132257,0.04749999940395355,2.836297035217285,17.05250358581543,0.6630242466926575,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
3,1,quantized_training,256,28,0.2709999978542328,0.0,0.002214843640103936,0.0657968744635582,2.805277109146118,16.53165626525879,0.6774237155914307,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
4,1,quantized_training,256,29,0.3438999652862549,0.0,0.0031433594413101673,0.08382655680179596,2.7872488498687744,16.23628807067871,0.681462824344635,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
5,1,quantized_training,256,29,0.4095099866390228,0.0,0.0036415623035281897,0.09341265261173248,2.8054769039154053,16.53495979309082,0.6781298518180847,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
6,1,quantized_training,256,29,0.4685589671134949,0.0,0.0036680311895906925,0.10164950788021088,2.791489601135254,16.30529022216797,0.6840220093727112,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
7,1,quantized_training,256,31,0.5217030644416809,0.0,0.00449946615844965,0.11179705709218979,2.805612802505493,16.537206649780273,0.680978000164032,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
8,2,quantized_training,256,28,0.5695327520370483,0.0,0.004644288215786219,0.12327359616756439,2.781581401824951,16.144533157348633,0.6892800331115723,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
9,2,quantized_training,256,30,0.6125794649124146,0.0,0.005042931064963341,0.13555561006069183,2.771153450012207,15.977052688598633,0.6912451386451721,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
10,2,quantized_training,256,31,0.651321530342102,0.0,0.005639944691210985,0.1470000445842743,2.775326728820801,16.043867111206055,0.6878497004508972,True,10,True,False,False,0.0,1.1430673768630939e-10,0.9990005493164062,,,,0.0,0.0,8.73241901397705,18,0,0
11,2,quantized_training,256,16,0.6861892938613892,0.0006436957628466189,0.005498160142451525,0.1346437782049179,2.912022113800049,18.393957138061523,0.6453794240951538,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
12,2,quantized_training,256,12,0.717570424079895,0.0005793261807411909,0.006444382015615702,0.12274189293384552,2.891568183898926,18.021549224853516,0.6539765000343323,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
13,2,quantized_training,256,13,0.7458133697509766,0.0005213935510255396,0.0063807060942053795,0.16228125989437103,2.826263427734375,16.882261276245117,0.6718186736106873,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
14,2,quantized_training,256,16,0.771232008934021,0.0004692541842814535,0.005742635112255812,0.1999593824148178,2.761392831802368,15.82186508178711,0.6873292326927185,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
15,3,quantized_training,256,15,0.7941088080406189,0.0004223287687636912,0.005168371368199587,0.24011969566345215,2.6797373294830322,14.581262588500977,0.7037881016731262,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
16,3,quantized_training,256,15,0.8146978616714478,0.0005365682300180197,0.004866787698119879,0.277435839176178,2.5874862670898438,13.296305656433105,0.7215969562530518,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
17,3,quantized_training,256,15,0.8332281112670898,0.00048291138955391943,0.004770733881741762,0.3047703802585602,2.517892837524414,12.402436256408691,0.7357974052429199,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
18,3,quantized_training,256,13,0.849905252456665,0.00043462024768814445,0.004293660167604685,0.3321058452129364,2.445178985595703,11.532614707946777,0.7494361400604248,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
19,3,quantized_training,256,14,0.8649146556854248,0.0003911582170985639,0.0038642941508442163,0.3598327338695526,2.3649353981018066,10.643350601196289,0.7644461393356323,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
