stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.06159530393779278,559529984,665640960,665640960,0,0,PASS,,
subset_materialization,0.204411624930799,665640960,717172736,719212544,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,4.444723497144878,721657856,2288836608,5435002880,0,0,PASS,,
anchor_initialization_before_warmup,0.5010506943799555,2314838016,2573242368,2597957632,184116736,209715200,PASS,,
warmup_and_full_training,5.724263789132237,2573262848,3415785472,3480190976,1116178944,1168113664,PASS,,
inference,1.4834993849508464,3415875584,3417092096,3686445056,1686051840,2405433344,PASS,,
same_checkpoint_inference_stability,43.55314996000379,3420155904,5019734016,5499740160,680400896,2646605824,PASS,,
common_evaluation,0.04289328120648861,5019734016,5019795456,5019795456,349748736,2646605824,PASS,,
metacell_aggregation,0.27382218930870295,5019795456,5026414592,5092614144,349748736,2646605824,PASS,,
