dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,relative_abs_dot_contribution
D11,0,RNA+ATAC,RNA,32,5.678030967712402,5.677206993103027,5.702703762054443,29.58123016357422,0.9244134426116943,59.16246032714844,9.15775203704834,False,0.3679797074264801
D11,0,RNA+ATAC,ATAC,32,5.667233467102051,5.665721893310547,5.682092261314392,22.241724014282227,0.6950538754463196,44.48344802856445,15.728816032409668,False,0.6320202925735199
