epoch,phase,loss_rec,loss_vq
0,warmup,0.30145846413714544,
1,quantized,2.115113005042076,0.7974481412342617
2,quantized,1.5357860177755356,0.7213321498462132
3,quantized,1.2603706791996956,0.7163251638412476
4,quantized,1.102817215025425,0.731607837336404
5,quantized,1.0050874799489975,0.7478974376405988
