epoch,phase,loss_rec,loss_vq
0,warmup,0.5120905233280999,
1,quantized,3.6149919629096985,0.6929111140114921
2,quantized,2.9079290479421616,0.6502903274127415
3,quantized,2.5469138771295547,0.688777072089059
4,quantized,2.30126516520977,0.7030085240091596
5,quantized,2.2037054300308228,0.7230488317353385
