stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.07723543932661414,570003456,676229120,676229120,0,0,PASS,,
subset_materialization,1.7459967569448054,676229120,752132096,826224640,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,4.465198405086994,756506624,2319376384,5477384192,0,0,PASS,,
anchor_initialization_before_warmup,0.5780533500947058,2328932352,2625871872,2625871872,184103424,209715200,PASS,,
warmup_and_full_training,5.998060123063624,2625896448,3403911168,3440545792,1116142080,1168113664,PASS,,
inference,1.1059362390078604,3404046336,3405017088,3674599424,1685986304,2405433344,PASS,,
same_checkpoint_inference_stability,0.0006594127044081688,3408003072,3408003072,3408003072,349715968,2405433344,PASS,,
common_evaluation,0.07654998544603586,3408003072,3408699392,3408699392,349715968,2405433344,PASS,,
metacell_aggregation,0.39302367297932506,3408699392,3480281088,3634225152,349715968,2405433344,PASS,,
