dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,modality_weight,relative_abs_dot_contribution
D5,3,RNA+ADT,RNA,32,5.6706342697143555,5.670589447021484,5.686232280731201,29.476457595825195,0.9211392998695374,58.95291519165039,14.457128524780273,False,1.0,0.4986843224594561
D5,3,RNA+ADT,ADT,32,5.710142135620117,5.711668014526367,5.735231232643128,18.16510009765625,0.5676593780517578,36.3302001953125,14.53341293334961,False,1.0,0.5013156775405438
