epoch,phase,loss_rec,loss_vq
0,warmup,0.4885960817337036,
1,quantized,3.429393470287323,0.5821012684277126
2,quantized,2.512541025876999,0.5218147465160915
3,quantized,1.8793630748987198,0.5132010579109192
4,quantized,1.4865234941244125,0.5055847806589944
5,quantized,1.2398589104413986,0.4993072365011488
