stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.12020694511011243,560783360,666558464,666558464,0,0,PASS,,
subset_materialization,9.494114593602717,666968064,729452544,1042923520,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,5.1720893969759345,733892608,2115166208,3777249280,0,0,PASS,,
anchor_initialization_before_warmup,0.594832181930542,2114912256,2432188416,2446581760,218115584,230686720,PASS,,
warmup_and_full_training,5.848359870258719,2432217088,3334098944,3381161984,1320931840,1459617792,PASS,,
inference,1.4175006560981274,3334246400,3335458816,3625381888,1861059584,2696937472,PASS,,
common_evaluation,0.05812326818704605,3336155136,3336994816,3336994816,442476032,2696937472,PASS,,
metacell_aggregation,0.39848500909283757,3336994816,3386601472,3437252608,442476032,2696937472,PASS,,
