condition,dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8268275372604684,0.7782231128924516,0.8017894012388163,28,0.8385143587370163,0.8268275372604684,51.0,61.79999999999998,69.0,0.0013360053440213,0.7782231128924516,28,0.1696969696969697,25,0.1515151515151515
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,50.0,56.1,57.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9100719424460432,0.5988165680473373,0.7223411848679515,11,0.913275760201566,0.9100719424460432,55.0,86.0,101.0,0.0627218934911242,0.5988165680473373,11,0.125,11,0.125
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9214576731552738,0.987627365356623,0.9533957845433254,85,0.9210740743270112,0.9214576731552738,55.0,86.0,101.0,0.0383309073265405,0.987627365356623,85,0.8762886597938144,82,0.845360824742268
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,67.0,67.0,67.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9776162790697674,0.986506306834849,0.982041173893999,71,0.979802343283655,0.9776162790697674,51.0,73.25,87.0,0.6597242593135817,0.986506306834849,71,0.9342105263157896,70,0.9210526315789472
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.7441860465116279,0.8050314465408805,0.7734138972809668,3,0.746909501837691,0.7441860465116279,51.0,68.19999999999999,73.0,0.0,0.8050314465408805,3,0.1764705882352941,3,0.1764705882352941
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.920507682030728,0.9814814814814816,0.9500172354360568,32,0.9193352676128834,0.920507682030728,48.0,65.8,87.0,0.0933048433048433,0.9814814814814816,32,0.7111111111111111,29,0.6444444444444445
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9583333333333334,0.7301587301587301,0.8288288288288289,1,0.9583333333333334,0.9583333333333334,51.0,66.35,74.0,0.0,0.7301587301587301,1,0.0555555555555555,1,0.0555555555555555
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8790084148282921,0.6674149542393369,0.7587357675696899,95,0.8763920915217515,0.8790084148282921,52.0,66.0,90.0,0.0922120531859782,0.6674149542393369,89,0.2918032786885245,81,0.2655737704918032
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7327223557692307,0.9214056300774608,0.8163026194660641,131,0.7400260485188154,0.7327223557692307,52.0,66.0,86.0,0.0011335726431135,0.9214056300774608,128,0.6368159203980099,83,0.4129353233830846
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8369378647442499,0.8427238161078465,0.8398208749569411,57,0.8341249162608421,0.8369378647442499,53.0,69.0,90.0,0.0217767023850674,0.8427238161078465,57,0.2794117647058823,48,0.2352941176470588
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8211267605633803,0.7788911155644622,0.799451491258142,24,0.8200422921058971,0.8211267605633803,54.0,66.5,86.0,0.0,0.7788911155644622,23,0.152317880794702,21,0.1390728476821192
ADT_thin_0.25,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,54.0,60.6,63.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9193548387096774,0.6071005917159763,0.7312900926585887,11,0.883492471287384,0.9193548387096774,54.0,74.75,100.0,0.0,0.6071005917159763,10,0.1162790697674418,10,0.1162790697674418
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9230072463768116,0.9888403687530324,0.9547903490278754,87,0.92560419413157,0.9230072463768116,53.0,75.0,100.0,0.0790878214459,0.9888403687530324,87,0.8613861386138614,85,0.8415841584158416
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,77.0,77.0,77.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9778490236082776,0.9841595775887356,0.9809941520467836,63,0.979452017723734,0.9778490236082776,54.5,84.3,106.0,0.6482839542387797,0.9841595775887356,63,0.9264705882352942,62,0.9117647058823528
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.7111111111111111,0.8050314465408805,0.7551622418879057,3,0.7078641141141141,0.7111111111111111,60.0,78.0,90.0,0.0,0.8050314465408805,3,0.1875,1,0.0625
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9177807486631016,0.977920227920228,0.946896551724138,34,0.9224849736508366,0.9177807486631016,47.0,70.39999999999999,78.0,0.1417378917378917,0.977920227920228,34,0.723404255319149,33,0.7021276595744681
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9583333333333334,0.7301587301587301,0.8288288288288289,1,0.9583333333333334,0.9583333333333334,54.0,68.44999999999999,71.0,0.0,0.7301587301587301,1,0.0555555555555555,1,0.0555555555555555
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8868757259001161,0.6592989121049905,0.7563391442155308,91,0.880107266349497,0.8868757259001161,52.0,64.0,79.0,0.1340010360904852,0.6592989121049905,86,0.2810457516339869,77,0.2516339869281045
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.72552783109405,0.9283959947099945,0.8145201392342118,135,0.7272940847126986,0.72552783109405,52.0,62.04999999999998,78.0,0.0003778575477045,0.9283959947099945,132,0.66,79,0.395
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8472319551506657,0.8358105772554442,0.8414825126152775,55,0.8513910468130867,0.8472319551506657,52.0,66.14999999999998,79.0,0.0563428966470791,0.8358105772554442,54,0.2727272727272727,46,0.2323232323232323
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8166208791208791,0.7942551770207081,0.805282763291568,27,0.8221002038161102,0.8166208791208791,52.0,63.0,78.0,0.0006680026720106,0.7942551770207081,27,0.1677018633540372,25,0.15527950310559
ADT_thin_0.25,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,49.5,55.3,56.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.8856655290102389,0.6142011834319526,0.7253668763102725,12,0.8520905122134654,0.8856655290102389,52.5,80.59999999999997,88.0,0.0532544378698224,0.6142011834319526,10,0.1136363636363636,10,0.1136363636363636
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9238833181403828,0.9835031538088308,0.9527614571092832,90,0.9255155084668044,0.9238833181403828,50.5,77.85,88.0,0.103833090732654,0.9835031538088308,90,0.8653846153846154,89,0.8557692307692307
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,69.0,69.0,69.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9758580570098896,0.9841595775887356,0.9799912370381187,64,0.9780371262979496,0.9758580570098896,56.0,81.0,98.0,0.6787914344382517,0.9841595775887356,64,0.927536231884058,62,0.8985507246376812
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.7011494252873564,0.7672955974842768,0.7327327327327329,3,0.6949206349206349,0.7011494252873564,62.0,77.8,83.0,0.0,0.7672955974842768,3,0.2142857142857142,2,0.1428571428571428
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9169457468184864,0.9750712250712252,0.9451156368657232,32,0.9153456718355704,0.9169457468184864,47.0,71.49999999999997,98.0,0.146011396011396,0.9750712250712252,32,0.6808510638297872,30,0.6382978723404256
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9583333333333334,0.7301587301587301,0.8288288288288289,1,0.9583333333333334,0.9583333333333334,55.0,72.49999999999999,83.0,0.0,0.7301587301587301,1,0.0666666666666666,1,0.0666666666666666
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8912231559290383,0.6592989121049905,0.7579156327543424,86,0.8952661845061035,0.8912231559290383,50.0,67.19999999999993,107.0,0.1440165774477637,0.6592989121049905,85,0.2715654952076677,77,0.2460063897763578
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7291049199762892,0.929529567353108,0.8172078731002409,138,0.7223921917138248,0.7291049199762892,50.0,63.0,94.0,0.0,0.929529567353108,134,0.6442307692307693,78,0.375
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8307379823967501,0.8482544071897684,0.8394048229861467,60,0.8379719769099344,0.8307379823967501,51.0,70.39999999999998,107.0,0.0262703076391289,0.8482544071897684,57,0.2753623188405797,50,0.2415458937198067
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8319088319088319,0.7802271209084837,0.8052395725611857,23,0.8300053152607663,0.8319088319088319,50.0,65.59999999999997,94.0,0.0,0.7802271209084837,23,0.1393939393939394,22,0.1333333333333333
ADT_thin_0.5,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,53.0,71.0,75.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9434343434343434,0.5526627218934911,0.6970149253731343,9,0.9355761795194516,0.9434343434343434,54.0,71.0,90.0,0.0,0.5526627218934911,9,0.1046511627906976,9,0.1046511627906976
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9138200491181068,0.9929645803008248,0.9517497965352866,85,0.9122475439869576,0.9138200491181068,53.0,71.0,90.0,0.0781174187287724,0.9929645803008248,85,0.8762886597938144,81,0.8350515463917526
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,54.5,67.55,69.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9742253113234868,0.986799647990613,0.9804721655494024,72,0.9693587212324526,0.9742253113234868,47.0,78.2,132.0,0.6626576708712232,0.986799647990613,71,0.922077922077922,69,0.8961038961038961
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.73125,0.7358490566037735,0.7335423197492164,3,0.697261663286004,0.73125,52.5,69.64999999999998,79.0,0.0,0.7358490566037735,3,0.1666666666666666,2,0.1111111111111111
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9235924932975872,0.9814814814814816,0.951657458563536,30,0.9232448797444712,0.9235924932975872,53.0,73.0,84.0,0.1047008547008547,0.9814814814814816,30,0.6976744186046512,30,0.6976744186046512
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9787234042553192,0.7301587301587301,0.8363636363636363,1,0.9787234042553192,0.9787234042553192,49.0,54.2,59.0,0.0,0.7301587301587301,1,0.0588235294117647,1,0.0588235294117647
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8846242243162491,0.6646520462787083,0.759021889173733,88,0.8854007894143462,0.8846242243162491,50.0,64.5,93.0,0.0856501467794854,0.6646520462787083,85,0.2733118971061093,76,0.2443729903536977
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7269247755041955,0.9329302852824484,0.81714380274698,142,0.7279965639161782,0.7269247755041955,50.0,63.64999999999998,77.0,0.0102021537880219,0.9329302852824484,135,0.6490384615384616,90,0.4326923076923077
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8445757997218358,0.8396128586242655,0.8420870168140058,56,0.8407749533365598,0.8445757997218358,51.0,70.0,93.0,0.0127894918769443,0.8396128586242655,56,0.2731707317073171,45,0.2195121951219512
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8336980306345733,0.7635270541082164,0.797071129707113,24,0.831731001414412,0.8336980306345733,50.0,64.79999999999998,93.0,0.0,0.7635270541082164,24,0.1454545454545454,22,0.1333333333333333
ADT_thin_0.5,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,53.0,66.85,70.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9126712328767124,0.6307692307692307,0.7459762071378586,12,0.9143308885759974,0.9126712328767124,51.0,71.79999999999998,82.0,0.0,0.6307692307692307,12,0.1290322580645161,11,0.1182795698924731
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9270904534062429,0.9871421639980592,0.95617436258959,91,0.9292067732423736,0.9270904534062429,49.0,72.39999999999998,83.0,0.0786026200873362,0.9871421639980592,91,0.8504672897196262,91,0.8504672897196262
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,63.0,68.4,69.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9764808362369338,0.986506306834849,0.9814679702320152,64,0.9739525356406742,0.9764808362369338,56.5,83.65,99.0,0.6133763567028454,0.986506306834849,64,0.9411764705882352,63,0.9264705882352942
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.7365269461077845,0.7735849056603774,0.7546012269938649,2,0.7323210093896713,0.7365269461077845,54.0,86.39999999999999,96.0,0.0,0.7735849056603774,2,0.1176470588235294,2,0.1176470588235294
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9198931909212285,0.9814814814814816,0.9496898690558236,30,0.9136214559338772,0.9198931909212285,50.0,92.0,112.0,0.0918803418803418,0.9814814814814816,30,0.7317073170731707,29,0.7073170731707317
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9387755102040816,0.7301587301587301,0.8214285714285714,1,0.9387755102040816,0.9387755102040816,55.0,71.19999999999999,84.0,0.0,0.7301587301587301,1,0.0588235294117647,1,0.0588235294117647
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.9008987701040682,0.6577447763771369,0.7603553248827228,84,0.8974767967846171,0.9008987701040682,50.0,67.0,92.0,0.1272664479364531,0.6577447763771369,83,0.2686084142394822,79,0.255663430420712
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7299011653636229,0.9348195730209712,0.8197481776010603,139,0.7282886376508241,0.7299011653636229,50.0,62.0,70.0,0.0003778575477045,0.9348195730209712,135,0.6553398058252428,81,0.3932038834951456
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8348655090228124,0.8475630833045281,0.8411663807890223,60,0.8293599518508461,0.8348655090228124,50.0,71.85,112.0,0.0732803318354649,0.8475630833045281,59,0.2892156862745098,50,0.2450980392156862
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8203883495145631,0.790247160988644,0.8050357264375638,27,0.8178267990903855,0.8203883495145631,50.0,63.0,86.0,0.0,0.790247160988644,27,0.1646341463414634,25,0.1524390243902439
ADT_thin_0.5,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,56.0,78.0,86.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9102564102564102,0.5881656804733728,0.7145938173975558,12,0.9104472053463164,0.9102564102564102,47.0,74.0,84.0,0.050887573964497,0.5881656804733728,12,0.1318681318681318,11,0.1208791208791208
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9196206818694964,0.9881125667151868,0.9526371184656764,89,0.9185060211117893,0.9196206818694964,47.0,74.0,92.0,0.1115963124696749,0.9881125667151868,89,0.8640776699029126,87,0.8446601941747572
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,76.0,76.0,76.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9766831827455552,0.9829862129656792,0.9798245614035088,61,0.9765019851577904,0.9766831827455552,56.0,100.0,130.0,0.6098562628336756,0.9829862129656792,61,0.9384615384615383,60,0.9230769230769232
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.6906077348066298,0.7861635220125787,0.7352941176470589,2,0.6988970588235295,0.6906077348066298,62.0,97.4,100.0,0.0,0.7861635220125787,2,0.1428571428571428,1,0.0714285714285714
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9211420802175392,0.9650997150997151,0.942608695652174,15,0.8869969260758734,0.9211420802175392,23.0,291.7999999999995,1328.0,0.0078347578347578,0.9650997150997151,14,0.4242424242424242,12,0.3636363636363636
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.903846153846154,0.746031746031746,0.8173913043478261,1,0.903846153846154,0.903846153846154,52.0,331.9999999999991,1328.0,0.0,0.746031746031746,1,0.0588235294117647,1,0.0588235294117647
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8594594594594595,0.6864099464686583,0.7632488479262672,96,0.8492178806546441,0.8594594594594595,48.0,68.0,1328.0,0.1129338628906924,0.6864099464686583,89,0.2763975155279503,77,0.2391304347826087
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7374106191997566,0.9157377668618932,0.8169560087645373,141,0.7327731478301521,0.7374106191997566,48.0,65.25,149.0,0.0096353674664651,0.9157377668618932,137,0.6342592592592593,88,0.4074074074074074
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8488664987405542,0.8154165226408573,0.8318053596614952,56,0.8275435361414417,0.8488664987405542,49.0,68.0,1328.0,0.055997234704459,0.8154165226408573,56,0.2947368421052631,44,0.231578947368421
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8251748251748252,0.7882431529726119,0.8062862999658353,28,0.8256352591175704,0.8251748251748252,48.0,64.0,76.0,0.0,0.7882431529726119,28,0.1717791411042944,26,0.1595092024539877
ADT_thin_0.75,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,45.0,66.5,68.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9086115992970124,0.6118343195266273,0.7312588401697313,11,0.9031911478420817,0.9086115992970124,55.0,101.0,181.0,0.0745562130177514,0.6118343195266273,11,0.1358024691358024,10,0.1234567901234567
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9237230419977298,0.9871421639980592,0.9543802040576992,80,0.9176632157940816,0.9237230419977298,55.0,99.9,181.0,0.0994662785055798,0.9871421639980592,80,0.8695652173913043,78,0.8478260869565217
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,67.0,85.0,87.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9720219209691376,0.988559694925198,0.9802210587550902,67,0.9743868480123216,0.9720219209691376,50.0,100.0,190.0,0.5948958638897037,0.988559694925198,67,0.943661971830986,66,0.9295774647887324
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.7430555555555556,0.6729559748427673,0.7062706270627063,2,0.7139747045407423,0.7430555555555556,60.0,100.0,100.0,0.0,0.6729559748427673,2,0.1176470588235294,1,0.0588235294117647
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9273591310251188,0.9729344729344728,0.9496002780674312,27,0.9103535531576312,0.9273591310251188,50.5,140.90000000000003,154.0,0.0249287749287749,0.9729344729344728,26,0.5909090909090909,26,0.5909090909090909
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9583333333333334,0.7301587301587301,0.8288288288288289,1,0.9583333333333334,0.9583333333333334,53.5,93.2,100.0,0.0,0.7301587301587301,1,0.0555555555555555,1,0.0555555555555555
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8949334578566426,0.6618891383180798,0.7609688306531666,89,0.8971004096426024,0.8949334578566426,50.0,71.0,154.0,0.1260576757036781,0.6618891383180798,85,0.2647975077881619,81,0.2523364485981308
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7295504789977892,0.9351974305686755,0.819672131147541,141,0.7250798485071198,0.7295504789977892,49.0,65.0,121.0,0.0,0.9351974305686755,135,0.645933014354067,84,0.4019138755980861
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8342973800612453,0.8475630833045281,0.840877914951989,61,0.8100142856452169,0.8342973800612453,50.0,92.7,154.0,0.0176287590736259,0.8475630833045281,60,0.3092783505154639,42,0.2164948453608247
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.8219373219373219,0.770875083500334,0.7955877283695277,25,0.8125167046600681,0.8219373219373219,48.0,70.9,121.0,0.0,0.770875083500334,25,0.1533742331288343,21,0.1288343558282208
ADT_thin_0.75,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,54.0,79.1,83.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.75,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9,0.6071005917159763,0.7250883392226147,11,0.8703921454430962,0.9,53.0,85.0,113.0,0.0,0.6071005917159763,11,0.1208791208791208,10,0.1098901098901098
ADT_thin_0.75,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9226055379028596,0.9861717612809316,0.9533302063789868,87,0.916964123869871,0.9226055379028596,52.0,86.0,113.0,0.054342552159146,0.9861717612809316,87,0.8613861386138614,87,0.8613861386138614
