condition,dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
ADT_cell_permutation,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.7724137931034483,0.7481629926519706,0.7600950118764845,28,0.7719339750926473,0.7724137931034483,49.0,62.29999999999998,87.0,0.0,0.7481629926519706,27,0.1542857142857142,24,0.1371428571428571
ADT_cell_permutation,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,52.0,70.39999999999999,76.0,0.0,0.0,0,0.0,0,0.0
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.8969258589511754,0.58698224852071,0.7095851216022889,12,0.8979225517427006,0.8969258589511754,47.0,81.49999999999999,111.0,0.0579881656804733,0.58698224852071,11,0.1157894736842105,11,0.1157894736842105
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9192490386790318,0.9859291606016496,0.9514222170197822,93,0.918506997318799,0.9192490386790318,46.0,80.0,111.0,0.0836972343522561,0.9859291606016496,93,0.8691588785046729,92,0.8598130841121495
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,53.0,62.9,64.0,0.0,0.0,0,0.0,0,0.0
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.975488765684272,0.980639483719566,0.9780573434757168,69,0.9778489226074752,0.975488765684272,47.0,80.74999999999997,104.0,0.6212965679084775,0.980639483719566,69,0.9324324324324323,68,0.918918918918919
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.6577540106951871,0.7735849056603774,0.7109826589595375,3,0.6604334484081319,0.6577540106951871,56.0,81.8,87.0,0.0,0.7735849056603774,3,0.2142857142857142,1,0.0714285714285714
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.8855622089155023,0.948005698005698,0.915720674234606,28,0.8806476734641829,0.8855622089155023,53.0,85.55000000000001,96.0,0.0811965811965812,0.948005698005698,28,0.6363636363636364,26,0.5909090909090909
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9583333333333334,0.7301587301587301,0.8288288288288289,1,0.9583333333333334,0.9583333333333334,51.0,72.75,87.0,0.0,0.7301587301587301,1,0.0625,1,0.0625
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.873512252042007,0.6463477810395442,0.742953552997221,86,0.8738776561242911,0.873512252042007,51.0,68.0,87.0,0.0980832326023139,0.6463477810395442,85,0.2777777777777778,74,0.2418300653594771
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7136953955135773,0.9136595503495182,0.8013919960228686,135,0.7134174081142112,0.7136953955135773,50.0,64.64999999999998,96.0,0.0,0.9136595503495182,129,0.6201923076923077,73,0.3509615384615384
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8049197130167407,0.8143795368129969,0.8096219931271477,55,0.8032841876396243,0.8049197130167407,52.0,75.0,96.0,0.0356031800898721,0.8143795368129969,54,0.2559241706161137,42,0.1990521327014218
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.7899280575539568,0.7334669338677354,0.7606511950121233,27,0.7840770782301498,0.7899280575539568,51.0,65.75,75.0,0.0,0.7334669338677354,27,0.1626506024096385,23,0.1385542168674698
ADT_cell_permutation,D18,GARQ,1,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,52.5,66.19999999999999,69.0,0.0,0.0,0,0.0,0,0.0
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.8365384615384616,0.514792899408284,0.6373626373626374,11,0.8077154912708792,0.8365384615384616,47.5,73.14999999999999,203.0,0.0,0.514792899408284,10,0.1020408163265306,8,0.0816326530612244
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.905541844289881,0.9791363415817564,0.940902203053969,97,0.907995385040499,0.905541844289881,45.0,72.5,203.0,0.056768558951965,0.9791363415817564,97,0.8738738738738738,97,0.8738738738738738
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,71.5,116.25,118.0,0.0,0.0,0,0.0,0,0.0
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9715859669469412,0.9829862129656792,0.9772528433945756,53,0.9767277618250488,0.9715859669469412,59.5,129.49999999999997,203.0,0.4229979466119096,0.9829862129656792,53,0.8833333333333333,52,0.8666666666666667
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.6739130434782609,0.5849056603773585,0.6262626262626263,2,0.6520408163265305,0.6739130434782609,86.0,124.59999999999997,139.0,0.0,0.5849056603773585,2,0.1052631578947368,1,0.0526315789473684
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9184100418410042,0.938034188034188,0.9281183932346724,28,0.9124188635662196,0.9184100418410042,51.0,81.24999999999997,122.0,0.0242165242165242,0.938034188034188,28,0.5384615384615384,28,0.5384615384615384
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.6301369863013698,0.7301587301587301,0.6764705882352942,1,0.6301369863013698,0.6301369863013698,54.0,100.99999999999996,129.0,0.0,0.7301587301587301,1,0.0588235294117647,0,0.0
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8750867453157529,0.6532550509411156,0.7480719794344473,91,0.8711422435896732,0.8750867453157529,50.0,72.14999999999998,203.0,0.0597478846485926,0.6532550509411156,90,0.2830188679245283,79,0.2484276729559748
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7184322970384559,0.9212167013036086,0.8072847682119206,136,0.7185089291589156,0.7184322970384559,50.0,62.0,122.0,0.0,0.9212167013036086,131,0.6359223300970874,78,0.3786407766990291
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8177408177408177,0.8157621845834774,0.8167503028205572,57,0.8161977593911108,0.8177408177408177,50.0,71.89999999999998,122.0,0.0138264777048047,0.8157621845834774,55,0.2466367713004484,45,0.2017937219730941
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Naive,0.0586667711721597,Intermediate,1497,0.78,0.7555110220440882,0.7675602307431286,29,0.7805358657077154,0.78,50.0,62.0,71.0,0.0,0.7555110220440882,29,0.1695906432748538,21,0.1228070175438596
ADT_cell_permutation,D18,GARQ,2,diagnostic_variant_modality_noise,0.0199866755496335,T.DoubleNegative,0.0005094642787161,Rare,13,0.0,0.0,0.0,0,,,51.0,77.69999999999999,84.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,B.Activated,0.0331151781165497,Intermediate,845,0.9081081081081082,0.5964497041420118,0.72,10,0.9105808730651688,0.9081081081081082,53.0,74.3,80.0,0.0,0.5964497041420118,10,0.1052631578947368,10,0.1052631578947368
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,B.Naive,0.1615393659129207,Common,4122,0.9210228558497398,0.987384764677341,0.9530499941458844,88,0.9192647489676729,0.9210228558497398,52.0,74.0,80.0,0.0349344978165938,0.987384764677341,88,0.8712871287128713,86,0.8514851485148515
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,DC.Myeloid,0.0010973076772347,Rare,28,0.0,0.0,0.0,0,,,69.0,69.0,69.0,0.0,0.0,0,0.0,0,0.0
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD14,0.133597209703335,Common,3409,0.9774392030471726,0.9785860956292168,0.9780123131046616,66,0.9765007122903748,0.9774392030471726,55.0,76.0,94.0,0.7266060428278087,0.9785860956292168,66,0.9295774647887324,64,0.9014084507042254
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Mono.CD16,0.0062311400242975,Rare,159,0.6432160804020101,0.8050314465408805,0.7150837988826816,3,0.644950677737563,0.6432160804020101,61.0,82.94999999999999,94.0,0.0,0.8050314465408805,3,0.2142857142857142,1,0.0714285714285714
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,NK,0.0550221421013442,Intermediate,1404,0.9080157687253614,0.9843304843304844,0.9446343130553656,30,0.8880101916758101,0.9080157687253614,51.0,93.1,123.0,0.0897435897435897,0.9843304843304844,29,0.7435897435897436,27,0.6923076923076923
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,Platelets,0.0024689422737782,Rare,63,0.9583333333333334,0.7301587301587301,0.8288288288288289,1,0.9583333333333334,0.9583333333333334,56.0,74.2,75.0,0.0,0.7301587301587301,1,0.0588235294117647,1,0.0588235294117647
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Memory,0.2269467413880942,Common,5791,0.8655202821869489,0.6779485408392333,0.7603369807301249,95,0.870116087266829,0.8655202821869489,51.0,64.69999999999999,111.0,0.1459160766706959,0.6779485408392333,90,0.2931596091205212,78,0.254071661237785
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD4.Naive,0.2074303405572755,Common,5293,0.7304032623470775,0.9136595503495182,0.8118180292093335,132,0.7304792682158355,0.7304032623470775,51.0,62.89999999999998,69.0,0.0003778575477045,0.9136595503495182,124,0.6108374384236454,83,0.4088669950738916
ADT_thin_0.25,D18,GARQ,0,diagnostic_variant_modality_noise,0.0199866755496335,T.CD8.Effector,0.113375396794294,Common,2893,0.8525939177101968,0.82371240926374,0.8379043600562589,57,0.8551381097551813,0.8525939177101968,52.0,70.89999999999998,111.0,0.0449360525406152,0.82371240926374,56,0.2772277227722772,49,0.2425742574257425
