epoch,phase,loss_rec,loss_vq
0,warmup,8.14598621215139,
1,quantized,51.42459795375665,0.738925210067204
2,quantized,12.165233686566353,0.6471515383039202
3,quantized,10.519942397872606,0.6391863482339042
4,quantized,10.096493403116861,0.6416791592325483
5,quantized,9.53956731657187,0.650216383593423
