dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,relative_abs_dot_contribution
D11,0,RNA+ATAC,RNA,32,5.678348541259766,5.6774163246154785,5.703067970275879,29.597572326660156,0.9249241352081299,59.19514465332031,9.17823314666748,False,0.36853624853547806
D11,0,RNA+ATAC,ATAC,32,5.667222499847412,5.665700912475586,5.682079410552978,22.24852180480957,0.6952663064002991,44.49704360961914,15.726326942443848,False,0.6314637514645219
