epoch,phase,loss_rec,loss_vq
0,warmup,6.305244226540838,
1,quantized,45.220695197582245,0.6663902231625148
2,quantized,17.137794375419617,0.5750872492790222
3,quantized,15.408823996782303,0.5581399968692234
4,quantized,14.563199684023857,0.5649234056472778
5,quantized,13.79012431204319,0.5664815476962498
