dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,relative_abs_dot_contribution
D5,0,RNA+ADT,RNA,32,5.670592784881592,5.670906066894531,5.6818126201629635,29.582616806030273,0.924456775188446,59.16523361206055,14.727675437927246,False,0.517673959158728
D5,0,RNA+ADT,ADT,32,5.700446128845215,5.69991397857666,5.719729256629944,18.8760986328125,0.5898780822753906,37.752197265625,13.722037315368652,False,0.48232604084127195
