training_step,epoch,phase,batch_cells,assignment_nonempty_anchor_count,usage_sum,usage_min,usage_median,usage_max,usage_entropy_nats,usage_perplexity,usage_gini,manual_reposition_enabled,reposition_interval,reposition_due,local_branch_condition,local_branch_executed,beta_s_min,beta_s_median,beta_s_max,beta_l_min,beta_l_median,beta_l_max,manual_displacement_min,manual_displacement_median,manual_displacement_max,manual_displacement_anchor_count,anchor_nan_count,anchor_inf_count
1,1,quantized_training,256,27,0.10000000149011612,0.0,0.0007812500116415322,0.02070312574505806,2.676980495452881,14.541120529174805,0.7115234732627869,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
2,1,quantized_training,256,29,0.1899999976158142,0.0,0.0015234374441206455,0.039374999701976776,2.7649827003479004,15.878765106201172,0.6900082230567932,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
3,1,quantized_training,256,23,0.2709999978542328,0.0,0.0014843749813735485,0.06043750047683716,2.72835636138916,15.307706832885742,0.7039732336997986,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
4,1,quantized_training,256,29,0.34390002489089966,0.0,0.0021171874832361937,0.0762687474489212,2.7172274589538574,15.138293266296387,0.7100182175636292,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
5,1,quantized_training,256,24,0.4095100164413452,0.0,0.0019160545198246837,0.09364186972379684,2.663508176803589,14.34653091430664,0.7235442399978638,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
6,1,quantized_training,256,25,0.46855899691581726,0.0,0.002105546882376075,0.1077151820063591,2.646604061126709,14.106054306030273,0.728295624256134,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
7,1,quantized_training,256,26,0.5217031240463257,0.0,0.003066867124289274,0.12038116157054901,2.639817237854004,14.010643005371094,0.7308147549629211,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
8,2,quantized_training,256,29,0.5695327520370483,0.0,0.003764451714232564,0.1306086629629135,2.6516835689544678,14.177887916564941,0.7281169891357422,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
9,2,quantized_training,256,26,0.6125794649124146,0.0,0.003778631566092372,0.14450092613697052,2.651848793029785,14.180231094360352,0.7273175120353699,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
10,2,quantized_training,256,23,0.651321530342102,0.0,0.003791393479332328,0.1546601951122284,2.6477956771850586,14.122873306274414,0.7295222878456116,True,10,True,False,False,0.0,6.064518665027663e-09,0.9990005493164062,,,,0.0,2.83709660209297e-08,9.225785255432129,23,0,0
11,2,quantized_training,256,13,0.6861893534660339,0.00042096810648217797,0.006269665900617838,0.14310042560100555,2.8998990058898926,18.17230987548828,0.6479325294494629,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
12,2,quantized_training,256,15,0.7175703644752502,0.0003788712783716619,0.005929323844611645,0.12918099761009216,2.959562063217163,19.289522171020508,0.6328817009925842,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
13,2,quantized_training,256,17,0.7458133101463318,0.0003409841447137296,0.005727016367018223,0.11704415082931519,2.96032977104187,19.304336547851562,0.6403438448905945,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
14,2,quantized_training,256,16,0.771232008934021,0.0003068857186008245,0.00579921854659915,0.10651160776615143,2.931198835372925,18.750093460083008,0.6521653532981873,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
15,3,quantized_training,256,18,0.7941088080406189,0.0002761971263680607,0.005609921645373106,0.09820419549942017,2.8896093368530273,17.986282348632812,0.6651498675346375,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
16,3,quantized_training,256,15,0.8146978616714478,0.0002485774166416377,0.0056861406192183495,0.1115623265504837,2.8387930393218994,17.09511947631836,0.681003212928772,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
17,3,quantized_training,256,14,0.8332280516624451,0.00022371967497747391,0.005190654657781124,0.12384358793497086,2.7887043952941895,16.259939193725586,0.695659875869751,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
18,3,quantized_training,256,15,0.849905252456665,0.000201347706024535,0.005062214098870754,0.13684985041618347,2.7270102500915527,15.287114143371582,0.7133328914642334,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
19,3,quantized_training,256,12,0.8649147152900696,0.00018121293396688998,0.004555992782115936,0.15246173739433289,2.6586599349975586,14.277143478393555,0.7310075163841248,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
20,3,quantized_training,256,17,0.8784232139587402,0.00016309163765981793,0.0044910185970366,0.16377805173397064,2.6136093139648438,13.648222923278809,0.7421722412109375,True,10,True,False,False,0.0,8.98578189634236e-09,0.520291268825531,,,,0.0,4.573922396389207e-08,4.269099235534668,21,0,0
21,3,quantized_training,256,14,0.8905808925628662,0.00019075018644798547,0.004168489947915077,0.1774783730506897,2.613633394241333,13.648550987243652,0.7398597002029419,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
22,4,quantized_training,256,18,0.9015227556228638,0.00031573715386912227,0.004494675900787115,0.1780899167060852,2.61173152923584,13.622617721557617,0.7409512996673584,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
23,4,quantized_training,256,21,0.9113704562187195,0.00028416342684067786,0.004826458171010017,0.18410904705524445,2.5974950790405273,13.430054664611816,0.7443714737892151,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
24,4,quantized_training,256,16,0.9202333688735962,0.0002557470870669931,0.004343812353909016,0.18913564085960388,2.5702595710754395,13.069215774536133,0.7512663006782532,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
25,4,quantized_training,256,17,0.9282100200653076,0.00023017237253952771,0.003909430932253599,0.1983470767736435,2.5483627319335938,12.786151885986328,0.7561520934104919,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
26,4,quantized_training,256,19,0.9353890419006348,0.00020715512800961733,0.003944301977753639,0.2042936086654663,2.5237226486206055,12.474949836730957,0.7616584300994873,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
27,4,quantized_training,256,18,0.9418500661849976,0.0001864396035671234,0.0038697640411555767,0.20730173587799072,2.499990463256836,12.182377815246582,0.7662253379821777,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
28,4,quantized_training,256,16,0.9476650357246399,0.0001677956315688789,0.003482787637040019,0.21079030632972717,2.4801671504974365,11.94326114654541,0.7707592844963074,True,10,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
