epoch,phase,loss_rec,loss_vq
0,warmup,6.85882856803281,
1,quantized,43.96190431714058,0.446085376398904
2,quantized,17.12374548614025,0.4586348959377834
3,quantized,15.525174364447594,0.4642151083265032
4,quantized,14.691343829035759,0.46670791506767273
5,quantized,13.891652911901474,0.4667361463819231
