training_step,epoch,phase,batch_cells,assignment_nonempty_anchor_count,usage_sum,usage_min,usage_median,usage_max,usage_entropy_nats,usage_perplexity,usage_gini,manual_reposition_enabled,reposition_interval,reposition_due,local_branch_condition,local_branch_executed,beta_s_min,beta_s_median,beta_s_max,beta_l_min,beta_l_median,beta_l_max,manual_displacement_min,manual_displacement_median,manual_displacement_max,manual_displacement_anchor_count,anchor_nan_count,anchor_inf_count
1,1,quantized_training,256,29,0.10000000149011612,0.0,0.0007812500116415322,0.010546875186264515,2.88046932220459,17.822635650634766,0.6623047590255737,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
2,1,quantized_training,256,30,0.1899999976158142,0.0,0.0018749999580904841,0.023164063692092896,2.9503626823425293,19.112884521484375,0.6429071426391602,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
3,1,quantized_training,256,29,0.2710000276565552,0.0,0.0026562500279396772,0.031394533812999725,2.9630126953125,19.356197357177734,0.6382105350494385,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
4,1,quantized_training,256,30,0.34389999508857727,0.0,0.0033863279968500137,0.0402277335524559,2.9381868839263916,18.881580352783203,0.6470845341682434,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
5,1,quantized_training,256,27,0.4095100164413452,0.0,0.004203398246318102,0.04831433668732643,2.943824291229248,18.988325119018555,0.6445309519767761,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
6,1,quantized_training,256,31,0.46855899691581726,0.0,0.004564308561384678,0.05715477839112282,2.9543814659118652,19.189849853515625,0.6408354043960571,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
7,1,quantized_training,256,32,0.5217030644416809,0.0,0.0051263803616166115,0.06276742368936539,2.9772558212280273,19.63386344909668,0.6333664655685425,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
8,2,quantized_training,256,26,0.5695327520370483,0.0,0.006081393454223871,0.07289692759513855,2.9713056087493896,19.517385482788086,0.6343229413032532,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
9,2,quantized_training,256,28,0.6125794649124146,0.0,0.007121117785573006,0.07810723781585693,2.9756369590759277,19.60210609436035,0.6339302062988281,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
10,2,quantized_training,256,26,0.651321530342102,0.0,0.007544625550508499,0.08631213754415512,2.961113452911377,19.31947135925293,0.6389338970184326,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
11,2,quantized_training,256,30,0.6861893534660339,0.0,0.008086667396128178,0.08549342304468155,2.9863953590393066,19.814130783081055,0.6305082440376282,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
12,2,quantized_training,256,27,0.7175703644752502,0.0,0.008628793992102146,0.08944407850503922,2.993659496307373,19.958587646484375,0.6277033686637878,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
13,2,quantized_training,256,30,0.7458133101463318,0.0,0.009695344604551792,0.09729654341936111,3.0076727867126465,20.24024200439453,0.6219836473464966,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
14,2,quantized_training,256,29,0.7712319493293762,0.0,0.009234881959855556,0.10475438833236694,3.0153894424438477,20.397031784057617,0.6189926862716675,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
15,3,quantized_training,256,31,0.7941087484359741,0.0,0.009092643857002258,0.10638832300901413,3.029813051223755,20.6933650970459,0.6141228675842285,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
16,3,quantized_training,256,33,0.8146978616714478,0.0,0.0091786477714777,0.10981199145317078,3.0349011421203613,20.798921585083008,0.6119445562362671,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
17,3,quantized_training,256,29,0.8332280516624451,0.0,0.010446371510624886,0.11211203783750534,3.052966594696045,21.17807960510254,0.6034619212150574,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
18,3,quantized_training,256,31,0.849905252456665,0.0,0.011493830941617489,0.11769770085811615,3.0485787391662598,21.085355758666992,0.6051655411720276,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
19,3,quantized_training,256,31,0.8649146556854248,0.0,0.011516322381794453,0.12038105726242065,3.054903745651245,21.21914291381836,0.6019653081893921,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
20,3,quantized_training,256,29,0.8784232139587402,0.0,0.01114594005048275,0.12240544706583023,3.049729824066162,21.109642028808594,0.6042456030845642,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
21,3,quantized_training,256,29,0.8905807733535767,0.0,0.010906710289418697,0.1261805295944214,3.05133056640625,21.14345932006836,0.6034669280052185,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
22,4,quantized_training,256,30,0.9015227556228638,0.0,0.01098791416734457,0.1272343546152115,3.053325891494751,21.185688018798828,0.6022197008132935,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
23,4,quantized_training,256,31,0.9113704562187195,0.0,0.011462751775979996,0.12779216468334198,3.06085205078125,21.34573745727539,0.598728597164154,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
24,4,quantized_training,256,30,0.9202333688735962,0.0,0.01171934325248003,0.13376294076442719,3.0595502853393555,21.317968368530273,0.598037600517273,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
25,4,quantized_training,256,32,0.9282100200653076,0.0,0.011374584399163723,0.13366790115833282,3.0627009868621826,21.38524055480957,0.597647488117218,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
26,4,quantized_training,256,31,0.93538898229599,0.0002242210175609216,0.011102919466793537,0.1367073506116867,3.069798707962036,21.537567138671875,0.5941106677055359,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
