epoch,phase,loss_rec,loss_vq
0,warmup,0.5242890885898045,
1,quantized,3.6734048277139664,0.8129899076053074
2,quantized,2.9577384293079376,0.7117942741939
3,quantized,2.5472497791051865,0.7211578573499408
4,quantized,2.339015156030655,0.7247543675558907
5,quantized,2.213274732232094,0.7259618299348014
