stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.10166156897321343,571125760,677236736,677236736,0,0,PASS,,
subset_materialization,0.4701403328217566,677404672,730402816,757858304,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,7.09403641987592,734851072,2468630528,7193567232,0,0,PASS,,
anchor_initialization_before_warmup,0.7227933877147734,2586218496,2996465664,3051134976,197583872,211812352,PASS,,
warmup_and_full_training,7.160063569899648,2996465664,3680956416,3746398208,1199736832,1260388352,PASS,,
inference,1.7515893592499197,3681026048,3682484224,3958620160,1751885312,2497708032,PASS,,
same_checkpoint_inference_stability,0.0008884770795702934,3685453824,3685453824,3685453824,386455552,2497708032,PASS,,
common_evaluation,0.05312692280858755,3685453824,3686162432,3686162432,386455552,2497708032,PASS,,
metacell_aggregation,0.45698938984423876,3686162432,3686707200,3808493568,386455552,2497708032,PASS,,
