stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.06318316888064146,571920384,677728256,677728256,0,0,PASS,,
subset_materialization,17.70159750012681,677728256,742490112,1871257600,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,5.5513729536905885,747102208,2113712128,3775221760,0,0,PASS,,
anchor_initialization_before_warmup,1.036954042967409,2117242880,2439188480,2439188480,190317056,218103808,PASS,,
warmup_and_full_training,5.5865421909838915,2439204864,3341651968,3405553664,1252329984,1402994688,PASS,,
inference,1.316812836099416,3341746176,3343978496,3630702592,1794092032,2640314368,PASS,,
same_checkpoint_inference_stability,0.000742864329367876,3347120128,3347120128,3347120128,384224768,2640314368,PASS,,
common_evaluation,0.05265931086614728,3347120128,3347820544,3347820544,384224768,2640314368,PASS,,
metacell_aggregation,0.25900082336738706,3347820544,3427676160,3429855232,384224768,2640314368,PASS,,
