dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery,source_file
D17,GARQ,0,instrumented_legacy,0.02,Injured PT-like,0.0175,Intermediate,35,0.1666666666666666,0.0285714285714285,0.048780487804878,1,0.1666666666666666,0.1666666666666666,29.5,478.19999999999993,542.0,0.0,0.0285714285714285,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Low Quality / Dying,0.0355,Intermediate,71,0.2,0.0140845070422535,0.0263157894736842,1,0.2,0.2,19.5,431.80000000000007,542.0,0.0,0.0140845070422535,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Mast Cells,0.004,Rare,8,0.3333333333333333,0.125,0.1818181818181818,1,0.3333333333333333,0.3333333333333333,115.0,501.6,542.0,0.0,0.125,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Myeloid Cells,0.0375,Intermediate,75,0.0,0.0,0.0,0,,,30.0,484.0,542.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Parietal Epithelial Cells,0.034,Intermediate,68,0.0,0.0,0.0,0,,,26.0,449.19999999999993,542.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Podocytes,0.083,Intermediate,166,0.5,0.0060240963855421,0.0119047619047619,1,0.5,0.5,16.5,387.2999999999997,542.0,0.0,0.0060240963855421,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Proximal Tubule,0.4285,Common,857,0.4356846473029045,0.9801633605600932,0.6032315978456015,31,0.4808322473146857,0.4356846473029045,15.0,352.89999999999986,542.0,0.0070011668611435,0.9801633605600932,10,0.2631578947368421,2,0.0526315789473684,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Stressed Tumor (p53+),0.0635,Intermediate,127,0.0,0.0,0.0,0,,,18.5,404.5,542.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,T Cells,0.007,Rare,14,0.0,0.0,0.0,0,,,110.5,501.3999999999999,542.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Tumor (Neuronal-like),0.0845,Intermediate,169,0.0,0.0,0.0,0,,,18.0,408.7999999999997,542.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Tumor Epithelial,0.203,Common,406,0.3928571428571428,0.0541871921182266,0.0952380952380952,4,0.4040979853479853,0.3928571428571428,16.5,378.69999999999993,542.0,0.0,0.0541871921182266,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Endothelial Cells,0.002,Rare,4,0.0,0.0,0.0,0,,,152.5,349.24999999999994,374.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Injured PT-like,0.0175,Intermediate,35,0.0,0.0,0.0,0,,,111.5,314.04999999999995,374.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Low Quality / Dying,0.0355,Intermediate,71,0.3333333333333333,0.0140845070422535,0.027027027027027,1,0.3333333333333333,0.3333333333333333,30.0,281.34999999999985,374.0,0.0,0.0140845070422535,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Mast Cells,0.004,Rare,8,0.0,0.0,0.0,0,,,104.0,249.2,265.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Myeloid Cells,0.0375,Intermediate,75,0.9347826086956522,0.5733333333333334,0.7107438016528925,2,0.861842105263158,0.9347826086956522,73.0,234.2,265.0,0.0,0.5733333333333334,2,0.1666666666666666,2,0.1666666666666666,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Parietal Epithelial Cells,0.034,Intermediate,68,0.3333333333333333,0.0147058823529411,0.028169014084507,1,0.3333333333333333,0.3333333333333333,31.5,262.19999999999993,374.0,0.0,0.0147058823529411,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Podocytes,0.083,Intermediate,166,0.3333333333333333,0.0120481927710843,0.0232558139534883,1,0.3333333333333333,0.3333333333333333,34.0,256.5999999999999,374.0,0.0,0.0120481927710843,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Proximal Tubule,0.4285,Common,857,0.7328699106256207,0.8611435239206534,0.7918454935622318,19,0.7147122935190737,0.7328699106256207,16.5,234.2,374.0,0.0116686114352392,0.8611435239206534,17,0.53125,10,0.3125,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Stressed Tumor (p53+),0.0635,Intermediate,127,0.3513513513513513,0.1023622047244094,0.1585365853658537,3,0.3884803921568627,0.3513513513513513,25.0,251.0,374.0,0.0,0.1023622047244094,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,T Cells,0.007,Rare,14,0.0,0.0,0.0,0,,,73.0,324.9499999999999,374.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Tumor (Neuronal-like),0.0845,Intermediate,169,0.4615384615384615,0.1065088757396449,0.1730769230769231,4,0.4513888888888889,0.4615384615384615,21.0,275.8999999999997,374.0,0.0,0.1065088757396449,2,0.1052631578947368,0,0.0,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Tumor Epithelial,0.203,Common,406,0.4633294528521536,0.9802955665024632,0.6292490118577075,9,0.5867097205451095,0.4633294528521536,14.0,233.0,374.0,0.0049261083743842,0.9802955665024632,5,0.3125,3,0.1875,revision_results/02_modality/smoke/D17/RNA_ATAC_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Endothelial Cells,0.002,Rare,4,0.0,0.0,0.0,0,,,205.5,385.95,406.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Injured PT-like,0.0175,Intermediate,35,0.0,0.0,0.0,0,,,50.0,260.39999999999986,406.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Low Quality / Dying,0.0355,Intermediate,71,0.2222222222222222,0.0845070422535211,0.1224489795918367,1,0.2222222222222222,0.2222222222222222,39.0,251.29999999999973,406.0,0.0,0.0845070422535211,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Mast Cells,0.004,Rare,8,0.0,0.0,0.0,0,,,32.0,333.99999999999994,406.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Myeloid Cells,0.0375,Intermediate,75,0.972972972972973,0.48,0.6428571428571428,2,0.9583333333333331,0.972972972972973,32.0,307.9999999999999,406.0,0.3333333333333333,0.48,2,0.2222222222222222,2,0.2222222222222222,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Parietal Epithelial Cells,0.034,Intermediate,68,0.46875,0.2205882352941176,0.3,1,0.46875,0.46875,34.5,233.1000000000001,406.0,0.0,0.2205882352941176,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Podocytes,0.083,Intermediate,166,0.3917525773195876,0.2289156626506024,0.2889733840304182,3,0.4011407681465821,0.3917525773195876,33.0,198.79999999999987,406.0,0.0,0.2289156626506024,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
