training_step,epoch,phase,batch_cells,assignment_nonempty_anchor_count,usage_sum,usage_min,usage_median,usage_max,usage_entropy_nats,usage_perplexity,usage_gini,manual_reposition_enabled,reposition_interval,reposition_due,local_branch_condition,local_branch_executed,beta_s_min,beta_s_median,beta_s_max,beta_l_min,beta_l_median,beta_l_max,manual_displacement_min,manual_displacement_median,manual_displacement_max,manual_displacement_anchor_count,anchor_nan_count,anchor_inf_count
1,1,quantized_training,256,20,0.09999999403953552,0.0,0.0,0.02187499962747097,2.3063321113586426,10.037540435791016,0.8101562857627869,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
2,1,quantized_training,256,21,0.1899999976158142,0.0,0.0003906250058207661,0.04121093824505806,2.3803019523620605,10.80816650390625,0.7935855984687805,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
3,1,quantized_training,256,23,0.2709999978542328,0.0,0.0003906250058207661,0.06365234404802322,2.3694374561309814,10.691375732421875,0.7942458391189575,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
4,1,quantized_training,256,21,0.34389999508857727,0.0,0.0007421874906867743,0.08424023538827896,2.3306620121002197,10.284748077392578,0.8019292950630188,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
5,1,quantized_training,256,18,0.4095099866390228,0.0,0.0009527343208901584,0.10355058312416077,2.2704434394836426,9.683693885803223,0.8117108941078186,True,5,True,False,False,0.0,0.021522514522075653,0.9990005493164062,,,,0.0,0.19080966711044312,10.55804443359375,26,0,0
6,1,quantized_training,256,15,0.46855899691581726,0.00025628902949392796,0.005305254366248846,0.09319552034139633,2.73622989654541,15.42870807647705,0.6988332867622375,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
7,1,quantized_training,256,14,0.5217031240463257,0.00023066012363415211,0.004823770839720964,0.08504784107208252,2.8642971515655518,17.536724090576172,0.6713679432868958,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
8,2,quantized_training,256,17,0.5695327520370483,0.00020759410108439624,0.004511718638241291,0.07693368196487427,2.89416241645813,18.068361282348633,0.6634804606437683,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
9,2,quantized_training,256,16,0.6125794649124146,0.00018683468806557357,0.0045883930288255215,0.08076406270265579,2.8794054985046387,17.803686141967773,0.6670084595680237,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
10,2,quantized_training,256,15,0.651321530342102,0.00016815120761748403,0.004129553679376841,0.09378140419721603,2.840852737426758,17.1303653717041,0.6768094301223755,True,5,True,False,False,0.0,6.339809122124507e-09,0.509867250919342,,,,0.0,3.439594919996125e-08,4.502249717712402,24,0,0
11,2,quantized_training,256,20,0.6861892938613892,0.0004361016908660531,0.00449181767180562,0.08479388803243637,2.953489303588867,19.17273712158203,0.6383221745491028,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
12,2,quantized_training,256,18,0.717570424079895,0.0003924915217794478,0.004331023432314396,0.07709574699401855,2.9553186893463135,19.207843780517578,0.6305441856384277,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
13,2,quantized_training,256,18,0.7458133697509766,0.00035324235795997083,0.0039470139890909195,0.0861726850271225,2.9273834228515625,18.678691864013672,0.6443130373954773,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
14,2,quantized_training,256,17,0.771232008934021,0.0003179181076120585,0.0040955087170004845,0.0920085459947586,2.8932552337646484,18.051977157592773,0.660128116607666,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
15,3,quantized_training,256,16,0.7941088080406189,0.00028612627647817135,0.0036901880521327257,0.10170141607522964,2.8480374813079834,17.253887176513672,0.6774324774742126,True,5,True,False,False,0.0,8.923583294517812e-08,0.3180631995201111,,,,0.0,8.257066497208143e-07,3.090635299682617,22,0,0
16,3,quantized_training,256,17,0.8146978616714478,0.00025751363136805594,0.004098611883819103,0.1137968972325325,2.806673049926758,16.55474853515625,0.6910913586616516,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
17,3,quantized_training,256,17,0.8332280516624451,0.00023176225658971816,0.0036887505557388067,0.1274172067642212,2.768764019012451,15.938920974731445,0.7034156322479248,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
18,3,quantized_training,256,15,0.8499053120613098,0.00020858603238593787,0.003710500430315733,0.1431911140680313,2.7178423404693604,15.147603034973145,0.7183371186256409,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
19,3,quantized_training,256,16,0.8649147152900696,0.00018772741896100342,0.003339450340718031,0.15582512319087982,2.664168357849121,14.356005668640137,0.7321596741676331,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
20,3,quantized_training,256,20,0.8784232139587402,0.00016895467706490308,0.0030415980145335197,0.16250823438167572,2.6360180377960205,13.957515716552734,0.7390277981758118,True,5,True,False,False,0.0,2.638139449118171e-07,0.5082312226295471,,,,0.0,1.8612786334415432e-06,4.232669830322266,22,0,0
21,3,quantized_training,256,22,0.8905808925628662,0.00018964498303830624,0.0037987048272043467,0.16422614455223083,2.657097339630127,14.254853248596191,0.7311914563179016,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
22,4,quantized_training,256,20,0.9015227556228638,0.00017068047600332648,0.004095030482858419,0.1685066521167755,2.6559488773345947,14.23849105834961,0.7296965718269348,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
23,4,quantized_training,256,19,0.9113705158233643,0.00015361241821665317,0.003809187561273575,0.17431223392486572,2.6447362899780273,14.079731941223145,0.7322933673858643,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
24,4,quantized_training,256,17,0.9202333688735962,0.00013825116911903024,0.004990768618881702,0.17211538553237915,2.623229503631592,13.780155181884766,0.7382858395576477,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
25,4,quantized_training,256,20,0.9282100200653076,0.00012442604929674417,0.00479175103828311,0.16974759101867676,2.6280505657196045,13.84675121307373,0.7373390197753906,True,5,True,False,False,0.0,1.9992166255811128e-10,0.6073171496391296,,,,0.0,0.0,3.721647262573242,20,0,0
26,4,quantized_training,256,22,0.93538898229599,0.00022961308422964066,0.005818757228553295,0.1695697009563446,2.7054836750030518,14.961551666259766,0.7147614359855652,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
27,4,quantized_training,256,21,0.9418500661849976,0.00020665177726186812,0.006045686546713114,0.17214398086071014,2.722982406616211,15.225663185119629,0.7117931842803955,True,5,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
