epoch,phase,loss_rec,loss_vq
0,warmup,0.3081679940223694,
1,quantized,2.1313605085015297,0.8458040101187569
2,quantized,1.565457560122013,0.7793702823775155
3,quantized,1.290430173277855,0.7639391337122236
4,quantized,1.1254209503531456,0.7762475694928851
5,quantized,1.0267712622880936,0.7813803979328701
