training_step,epoch,phase,batch_cells,assignment_nonempty_anchor_count,usage_sum,usage_min,usage_median,usage_max,usage_entropy_nats,usage_perplexity,usage_gini,manual_reposition_enabled,reposition_interval,reposition_due,local_branch_condition,local_branch_executed,beta_s_min,beta_s_median,beta_s_max,beta_l_min,beta_l_median,beta_l_max,manual_displacement_min,manual_displacement_median,manual_displacement_max,manual_displacement_anchor_count,anchor_nan_count,anchor_inf_count
1,1,quantized_training,256,32,0.10000000894069672,0.0,0.0007812500116415322,0.02070312574505806,2.7201147079467773,15.182064056396484,0.7033202648162842,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
2,1,quantized_training,256,25,0.1900000125169754,0.0,0.0015234374441206455,0.036992188543081284,2.6659133434295654,14.381078720092773,0.7209293246269226,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
3,1,quantized_training,256,29,0.2709999978542328,0.0,0.0020468749571591616,0.052824217826128006,2.68042254447937,14.59125804901123,0.720289409160614,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
4,1,quantized_training,256,26,0.34390002489089966,0.0,0.002091796835884452,0.0690261721611023,2.6548149585723877,14.222354888916016,0.7281754612922668,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
5,1,quantized_training,256,22,0.4095100164413452,0.0,0.0022732422221451998,0.09063917398452759,2.610569477081299,13.606797218322754,0.7404711842536926,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
6,1,quantized_training,256,25,0.4685589671134949,0.0,0.0024365431163460016,0.11009087413549423,2.5952115058898926,13.399421691894531,0.7441105842590332,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
7,1,quantized_training,256,19,0.5217030644416809,0.0,0.0030241836793720722,0.12642553448677063,2.555481433868408,12.877497673034668,0.7547748684883118,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
8,2,quantized_training,256,23,0.5695327520370483,0.0,0.0031123904045671225,0.14542360603809357,2.5344502925872803,12.609498023986816,0.7591008543968201,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
9,2,quantized_training,256,23,0.6125794649124146,0.0,0.003014245070517063,0.15822498500347137,2.5222902297973633,12.457094192504883,0.7619162797927856,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
10,2,quantized_training,256,22,0.651321530342102,0.0,0.003073787782341242,0.16701185703277588,2.499980926513672,12.182262420654297,0.7673819661140442,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
11,2,quantized_training,256,26,0.6861892938613892,0.0,0.0035776158329099417,0.17843566834926605,2.4952688217163086,12.124992370605469,0.7669922709465027,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
12,2,quantized_training,256,24,0.7175703644752502,0.0,0.003219854086637497,0.1871545910835266,2.4876303672790527,12.032729148864746,0.7691621780395508,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
13,2,quantized_training,256,24,0.7458133697509766,0.0,0.003394905710592866,0.19929851591587067,2.4662158489227295,11.777793884277344,0.7731737494468689,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
14,2,quantized_training,256,20,0.771232008934021,0.0,0.0038174930959939957,0.20749366283416748,2.47068452835083,11.83054256439209,0.7726384401321411,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
15,3,quantized_training,256,22,0.7941087484359741,0.0,0.003452998585999012,0.2176036685705185,2.4624316692352295,11.733308792114258,0.7740316987037659,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
16,3,quantized_training,256,25,0.8146979212760925,0.0,0.004248368553817272,0.2317807972431183,2.4550912380218506,11.647496223449707,0.7736946940422058,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
17,3,quantized_training,256,24,0.8332280516624451,0.0,0.00424224091693759,0.23516520857810974,2.465033531188965,11.763876914978027,0.7718587517738342,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
18,3,quantized_training,256,22,0.849905252456665,0.0,0.0038180167321115732,0.23860181868076324,2.4663009643554688,11.778796195983887,0.7722628116607666,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
19,3,quantized_training,256,23,0.8649146556854248,0.0,0.003436214989051223,0.24716350436210632,2.459228038787842,11.695778846740723,0.7730578780174255,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
20,3,quantized_training,256,23,0.8784232139587402,0.0,0.003092593513429165,0.2490096390247345,2.4656999111175537,11.771718978881836,0.771593451499939,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
21,3,quantized_training,256,23,0.8905808925628662,0.0,0.0029261610470712185,0.25535866618156433,2.457348346710205,11.673815727233887,0.7728301882743835,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
22,4,quantized_training,256,23,0.9015227556228638,0.0,0.003073114436119795,0.2575571835041046,2.4769601821899414,11.905020713806152,0.7677443027496338,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
23,4,quantized_training,256,21,0.9113705158233643,0.0,0.0034165356773883104,0.25680145621299744,2.494844913482666,12.119853973388672,0.7635341882705688,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
24,4,quantized_training,256,24,0.920233428478241,0.0,0.0038561320398002863,0.258465051651001,2.4838461875915527,11.98728084564209,0.7660243511199951,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
25,4,quantized_training,256,26,0.9282100200653076,0.0,0.0038611439522355795,0.2615247964859009,2.4843804836273193,11.993687629699707,0.7658714056015015,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
26,4,quantized_training,256,22,0.9353890419006348,0.0,0.003865654580295086,0.2619348168373108,2.4801082611083984,11.942557334899902,0.767973005771637,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
27,4,quantized_training,256,25,0.9418501853942871,0.0,0.0038684410974383354,0.26074132323265076,2.477829694747925,11.915376663208008,0.7688726186752319,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
28,4,quantized_training,256,25,0.9476650953292847,0.0,0.003521805163472891,0.26162031292915344,2.4776623249053955,11.913382530212402,0.7692208290100098,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
29,5,quantized_training,256,25,0.9528986215591431,0.0,0.0035602496936917305,0.25733327865600586,2.496368408203125,12.138331413269043,0.7649539113044739,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
30,5,quantized_training,256,22,0.957608699798584,0.0,0.00387439108453691,0.25308433175086975,2.502840995788574,12.217153549194336,0.765125572681427,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
31,5,quantized_training,256,25,0.9618478417396545,0.0,0.0037338922265917063,0.24808838963508606,2.5086557865142822,12.28840160369873,0.7645938992500305,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
32,5,quantized_training,256,24,0.965662956237793,0.0,0.004310131538659334,0.24320141971111298,2.5093138217926025,12.296490669250488,0.7654643654823303,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
33,5,quantized_training,256,24,0.9690967202186584,0.0,0.004269743338227272,0.23724065721035004,2.5086333751678467,12.288125991821289,0.7663576006889343,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
34,5,quantized_training,256,25,0.9721869826316833,0.0,0.004624018911272287,0.23500096797943115,2.5048601627349854,12.241847038269043,0.7669734358787537,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
35,5,quantized_training,256,27,0.9749683141708374,0.0,0.00494286697357893,0.23728211224079132,2.4943151473999023,12.113434791564941,0.7686251401901245,False,1,False,False,False,,,,,,,0.0,0.0,0.0,0,0,0
