epoch,phase,loss_rec,loss_vq
0,warmup,6.730467336518424,
1,quantized,45.00019486248493,0.6960240432194301
2,quantized,16.976156190037727,0.659220712525504
3,quantized,15.252302378416061,0.6476438130651202
4,quantized,14.5071452409029,0.6437545929636274
5,quantized,13.800763607025146,0.6418070708002362
