stage,wall_time_seconds,cpu_rss_start_bytes,cpu_rss_end_bytes,cpu_rss_peak_bytes,gpu_allocated_peak_bytes,gpu_reserved_peak_bytes,status,error_type,error_message
resource_preflight,0.10337175196036696,570761216,676655104,676655104,0,0,PASS,,
subset_materialization,1.9212838769890368,676655104,750673920,822734848,0,0,PASS,,
h5ad_loading_and_legacy_preprocessing,5.246607730165124,755048448,2318663680,5473554432,0,0,PASS,,
anchor_initialization_before_warmup,0.5665755230002105,2329288704,2588168192,2588168192,184116736,209715200,PASS,,
warmup_and_full_training,6.206276801880449,2588168192,3408805888,3468529664,1116178944,1168113664,PASS,,
inference,1.288789818994701,3408941056,3409997824,3679490048,1686051840,2405433344,PASS,,
same_checkpoint_inference_stability,0.0006660777144134045,3412688896,3412688896,3412688896,349748736,2405433344,PASS,,
common_evaluation,0.07307236501947045,3412688896,3413454848,3413454848,349748736,2405433344,PASS,,
metacell_aggregation,0.41521174274384975,3413454848,3468582912,3596005376,349748736,2405433344,PASS,,
