variant,run,dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,Plasma cells,0.002,Rare,4,0.0,0.0,0.0,0,,,63.5,115.25,121.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,Platelet-T cell doublets,0.002,Rare,4,0.0,0.0,0.0,0,,,14.0,16.7,17.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,132.0,234.6,246.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,Platelets,0.003,Rare,6,0.0,0.0,0.0,0,,,75.5,126.35,132.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,184.0,533.1999999999999,572.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,Regulatory T cells,0.0075,Rare,15,0.0,0.0,0.0,0,,,28.0,465.19999999999993,572.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,T-NK-B cell doublets,0.0265,Intermediate,53,1.0,0.1698113207547169,0.2903225806451613,1,1.0,1.0,44.5,206.09999999999997,246.0,0.1698113207547169,0.1698113207547169,1,0.125,1,0.125
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,83.5,228.89999999999995,246.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,gdT cells,0.04,Intermediate,80,0.625,0.4375,0.5147058823529411,3,0.6818181818181818,0.625,27.5,358.59999999999974,572.0,0.0125,0.4375,2,0.1666666666666666,1,0.0833333333333333
legacy_continuous,D5_legacy_continuous_smoke,D5,GARQ,0,instrumented_legacy,0.02,plasmacytoid DC,0.0055,Rare,11,1.0,0.6363636363636364,0.7777777777777778,1,1.0,1.0,13.5,19.35,20.0,0.6363636363636364,0.6363636363636364,1,0.5,1,0.5
no_manual_reposition,D5_no_manual_reposition_smoke,D5,GARQ,0,diagnostic_variant_no_dynamic_update,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,73.0,204.5,231.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke,D5,GARQ,0,diagnostic_variant_no_dynamic_update,0.02,CD4 memory,0.0865,Intermediate,173,0.4588744588744589,0.6127167630057804,0.5247524752475248,1,0.4588744588744589,0.4588744588744589,104.0,204.5,231.0,0.0,0.6127167630057804,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke,D5,GARQ,0,diagnostic_variant_no_dynamic_update,0.02,CD4 naive I,0.0735,Intermediate,147,0.3690036900369003,0.6802721088435374,0.4784688995215311,3,0.3677067448680352,0.3690036900369003,124.5,215.1,231.0,0.0,0.6802721088435374,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke,D5,GARQ,0,diagnostic_variant_no_dynamic_update,0.02,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,124.5,215.1,231.0,0.0,0.0,0,0.0,0,0.0
