variant,run,dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
reposition_interval5,D5_reposition_interval5_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,32.0,367.7,405.0,0.0,0.0,0,0.0,0,0.0
reposition_interval5,D5_reposition_interval5_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,gdT cells,0.04,Intermediate,80,0.4456521739130434,0.5125,0.4767441860465116,1,0.4456521739130434,0.4456521739130434,97.5,262.04999999999995,310.0,0.0,0.5125,0,0.0,0,0.0
reposition_interval5,D5_reposition_interval5_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,plasmacytoid DC,0.0055,Rare,11,0.5555555555555556,0.9090909090909092,0.6896551724137931,1,0.5555555555555556,0.5555555555555556,211.5,385.65,405.0,0.0,0.9090909090909092,1,0.5,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,79.0,266.75,309.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD4 memory,0.0865,Intermediate,173,0.3475609756097561,0.9884393063583816,0.5142857142857143,4,0.5147595931576514,0.3475609756097561,55.0,275.2,309.0,0.0057803468208092,0.9884393063583816,1,0.2,1,0.2
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD4 naive I,0.0735,Intermediate,147,0.7090909090909091,0.2653061224489796,0.3861386138613862,1,0.7090909090909091,0.7090909090909091,97.5,283.6499999999999,309.0,0.0,0.2653061224489796,1,0.25,1,0.25
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,97.5,283.6499999999999,309.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD56bright CD16dim NK,0.0185,Intermediate,37,0.0,0.0,0.0,0,,,309.0,516.9,540.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD56dim CD16bright NK,0.206,Common,412,0.6845637583892618,0.9902912621359224,0.8095238095238094,2,0.8179232804232803,0.6845637583892618,33.0,467.3999999999999,540.0,0.0,0.9902912621359224,2,0.5,1,0.25
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD8 effector,0.06,Intermediate,120,0.3703703703703703,0.3333333333333333,0.3508771929824561,4,0.6231884057971014,0.3703703703703703,66.0,470.6999999999998,540.0,0.025,0.3333333333333333,2,0.2857142857142857,1,0.1428571428571428
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD8 memory,0.038,Intermediate,76,0.0,0.0,0.0,0,,,116.0,482.25,540.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,CD8 naive,0.0385,Intermediate,77,0.0,0.0,0.0,0,,,140.0,292.1,309.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Classical monocytes,0.1035,Common,207,0.6061538461538462,0.9516908212560388,0.7406015037593985,2,0.5846893823608739,0.6061538461538462,98.0,214.1,227.0,0.0,0.9516908212560388,2,0.6666666666666666,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Erythroid ,0.005,Rare,10,1.0,0.1,0.1818181818181818,1,1.0,1.0,15.0,27.6,29.0,0.1,0.1,1,0.5,1,0.5
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,MAIT-NKT cells,0.045,Intermediate,90,0.8181818181818182,0.6,0.6923076923076923,1,0.8181818181818182,0.8181818181818182,140.0,493.8,540.0,0.0,0.6,1,0.2,1,0.2
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Memory B,0.0215,Intermediate,43,0.0,0.0,0.0,0,,,30.0,141.6,154.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,NK-T doublets,0.015,Intermediate,30,0.0,0.0,0.0,0,,,200.5,505.3499999999999,540.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,NK-monocyte doublets,0.014,Intermediate,28,0.0,0.0,0.0,0,,,162.5,493.0499999999999,540.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Naive B,0.057,Intermediate,114,0.5352112676056338,1.0,0.6972477064220183,3,0.5115688908792357,0.5352112676056338,30.0,141.6,154.0,0.0,1.0,1,0.3333333333333333,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Neutrophils,0.0295,Intermediate,59,0.0,0.0,0.0,0,,,85.5,207.64999999999995,227.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Non classical monocytes,0.051,Intermediate,102,0.6949152542372882,0.803921568627451,0.7454545454545455,2,0.6383561643835616,0.6949152542372882,85.5,288.5,309.0,0.0,0.803921568627451,1,0.1666666666666666,1,0.1666666666666666
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Plasma cells,0.002,Rare,4,0.0,0.0,0.0,0,,,29.5,29.95,30.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Platelet-T cell doublets,0.002,Rare,4,0.0,0.0,0.0,0,,,182.5,505.3499999999999,540.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,98.0,214.1,227.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Platelets,0.003,Rare,6,1.0,0.6666666666666666,0.8,3,1.0,1.0,1.5,83.59999999999997,98.0,0.6666666666666666,0.6666666666666666,3,0.75,3,0.75
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,540.0,540.0,540.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,Regulatory T cells,0.0075,Rare,15,1.0,0.0666666666666666,0.125,1,1.0,1.0,97.5,283.6499999999999,309.0,0.0666666666666666,0.0666666666666666,1,0.25,1,0.25
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,T-NK-B cell doublets,0.0265,Intermediate,53,0.0,0.0,0.0,0,,,37.5,137.64999999999998,154.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,59.0,94.25,98.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,gdT cells,0.04,Intermediate,80,0.0,0.0,0.0,0,,,123.0,482.25,540.0,0.0,0.0,0,0.0,0,0.0
reposition_interval10,D5_reposition_interval10_smoke_seed2,D5,GARQ,2,diagnostic_variant_reposition_interval,0.02,plasmacytoid DC,0.0055,Rare,11,0.4285714285714285,0.8181818181818182,0.5625,1,0.4285714285714285,0.4285714285714285,47.0,70.39999999999999,73.0,0.0,0.8181818181818182,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,53.0,128.2,135.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD4 memory,0.0865,Intermediate,173,0.5699481865284974,0.6358381502890174,0.6010928961748635,4,0.4854770825766409,0.5699481865284974,53.0,126.5,135.0,0.0,0.6358381502890174,1,0.0909090909090909,1,0.0909090909090909
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD4 naive I,0.0735,Intermediate,147,0.5384615384615384,0.5714285714285714,0.5544554455445544,6,0.5823534990516123,0.5384615384615384,28.0,123.09999999999998,135.0,0.0,0.5714285714285714,4,0.2666666666666666,1,0.0666666666666666
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD4 naive II,0.018,Intermediate,36,0.5,0.0555555555555555,0.0999999999999999,1,0.5,0.5,28.0,84.5,94.0,0.0,0.0555555555555555,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD56bright CD16dim NK,0.0185,Intermediate,37,0.0,0.0,0.0,0,,,93.0,144.75,150.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD56dim CD16bright NK,0.206,Common,412,0.7766798418972332,0.9538834951456312,0.8562091503267973,9,0.7770786990380195,0.7766798418972332,26.0,137.89999999999998,150.0,0.0024271844660194,0.9538834951456312,9,0.75,5,0.4166666666666667
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD8 effector,0.06,Intermediate,120,0.4153846153846154,0.45,0.432,4,0.417288961038961,0.4153846153846154,50.0,140.99999999999997,150.0,0.0,0.45,1,0.0769230769230769,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD8 memory,0.038,Intermediate,76,0.2554744525547445,0.4605263157894737,0.3286384976525822,2,0.3759259259259259,0.2554744525547445,43.0,141.75,150.0,0.0,0.4605263157894737,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,CD8 naive,0.0385,Intermediate,77,0.4415584415584415,0.4415584415584415,0.4415584415584415,2,0.47,0.4415584415584415,28.0,110.39999999999996,135.0,0.0,0.4415584415584415,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Classical monocytes,0.1035,Common,207,0.4736842105263157,1.0,0.6428571428571429,3,0.4902092430053984,0.4736842105263157,136.0,206.2,214.0,0.0,1.0,1,0.3333333333333333,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Erythroid ,0.005,Rare,10,1.0,0.5,0.6666666666666666,1,1.0,1.0,9.0,17.099999999999998,18.0,0.5,0.5,1,0.3333333333333333,1,0.3333333333333333
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,MAIT-NKT cells,0.045,Intermediate,90,0.4491525423728814,0.5888888888888889,0.5096153846153846,1,0.4491525423728814,0.4491525423728814,53.0,129.89999999999998,135.0,0.0,0.5888888888888889,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Memory B,0.0215,Intermediate,43,0.0,0.0,0.0,0,,,204.0,204.0,204.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,NK-T doublets,0.015,Intermediate,30,0.0,0.0,0.0,0,,,88.0,145.5,150.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,NK-monocyte doublets,0.014,Intermediate,28,0.0,0.0,0.0,0,,,87.0,198.4,214.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Naive B,0.057,Intermediate,114,0.5588235294117647,1.0,0.7169811320754718,1,0.5588235294117647,0.5588235294117647,204.0,204.0,204.0,0.0,1.0,1,1.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Neutrophils,0.0295,Intermediate,59,0.0,0.0,0.0,0,,,136.0,206.2,214.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Non classical monocytes,0.051,Intermediate,102,0.5555555555555556,0.0490196078431372,0.09009009009009,1,0.5555555555555556,0.5555555555555556,118.0,211.0,214.0,0.0,0.0490196078431372,1,0.1428571428571428,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Plasma cells,0.002,Rare,4,0.5,0.5,0.5,1,0.5,0.5,14.0,185.0,204.0,0.0,0.5,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Platelet-T cell doublets,0.002,Rare,4,0.5,0.25,0.3333333333333333,1,0.5,0.5,13.5,30.899999999999995,33.0,0.0,0.25,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,136.0,206.2,214.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Platelets,0.003,Rare,6,0.0,0.0,0.0,0,,,44.5,82.75,87.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,79.0,142.9,150.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,Regulatory T cells,0.0075,Rare,15,1.0,0.0666666666666666,0.125,1,1.0,1.0,20.0,81.69999999999997,94.0,0.0666666666666666,0.0666666666666666,1,0.1428571428571428,1,0.1428571428571428
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,T-NK-B cell doublets,0.0265,Intermediate,53,0.9411764705882352,0.3018867924528302,0.4571428571428572,2,0.9666666666666668,0.9411764705882352,51.0,211.5,214.0,0.0377358490566037,0.3018867924528302,2,0.3333333333333333,2,0.3333333333333333
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,170.0,212.5,214.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,gdT cells,0.04,Intermediate,80,0.0,0.0,0.0,0,,,33.0,142.5,150.0,0.0,0.0,0,0.0,0,0.0
legacy_continuous,D5_legacy_continuous_smoke_seed3,D5,GARQ,3,instrumented_legacy,0.02,plasmacytoid DC,0.0055,Rare,11,0.0,0.0,0.0,0,,,145.5,198.15,204.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,145.5,319.94999999999993,342.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD4 memory,0.0865,Intermediate,173,0.3691860465116279,0.7341040462427746,0.4912959381044487,2,0.4342105263157895,0.3691860465116279,75.5,295.79999999999995,342.0,0.0,0.7341040462427746,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD4 naive I,0.0735,Intermediate,147,0.6056338028169014,0.2925170068027211,0.3944954128440366,3,0.5757575757575758,0.6056338028169014,40.5,282.59999999999985,342.0,0.0,0.2925170068027211,2,0.2,1,0.1
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,96.0,312.6,342.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD56bright CD16dim NK,0.0185,Intermediate,37,0.0,0.0,0.0,0,,,104.0,310.19999999999993,387.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD56dim CD16bright NK,0.206,Common,412,0.8074534161490683,0.9466019417475728,0.8715083798882681,7,0.7208489029414583,0.8074534161490683,95.0,300.5999999999998,387.0,0.0,0.9466019417475728,5,0.5,5,0.5
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD8 effector,0.06,Intermediate,120,0.0,0.0,0.0,0,,,100.0,366.75,387.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD8 memory,0.038,Intermediate,76,0.0,0.0,0.0,0,,,100.0,305.25,342.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,CD8 naive,0.0385,Intermediate,77,0.0,0.0,0.0,0,,,75.5,305.25,342.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Classical monocytes,0.1035,Common,207,0.5322997416020672,0.9951690821256038,0.6936026936026936,1,0.5322997416020672,0.5322997416020672,227.0,371.0,387.0,0.0,0.9951690821256038,1,0.5,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Erythroid ,0.005,Rare,10,0.0,0.0,0.0,0,,,110.5,200.05,210.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,MAIT-NKT cells,0.045,Intermediate,90,0.2492113564668769,0.8777777777777778,0.3882063882063882,3,0.2732905982905983,0.2492113564668769,78.5,290.5499999999999,342.0,0.0,0.8777777777777778,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Memory B,0.0215,Intermediate,43,0.3076923076923077,0.0930232558139534,0.1428571428571428,1,0.3076923076923077,0.3076923076923077,111.5,200.15,210.0,0.0,0.0930232558139534,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,NK-T doublets,0.015,Intermediate,30,0.0,0.0,0.0,0,,,104.0,348.6,387.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,NK-monocyte doublets,0.014,Intermediate,28,1.0,0.0357142857142857,0.0689655172413793,1,1.0,1.0,67.0,378.0,387.0,0.0357142857142857,0.0357142857142857,1,0.2,1,0.2
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Naive B,0.057,Intermediate,114,0.5333333333333333,0.9824561403508772,0.691358024691358,1,0.5333333333333333,0.5333333333333333,111.5,200.15,210.0,0.0,0.9824561403508772,1,0.5,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Neutrophils,0.0295,Intermediate,59,0.0,0.0,0.0,0,,,210.0,369.3,387.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Non classical monocytes,0.051,Intermediate,102,0.9295774647887324,0.6470588235294118,0.7630057803468208,3,0.7628524046434494,0.9295774647887324,67.0,373.5,387.0,0.0098039215686274,0.6470588235294118,2,0.2857142857142857,2,0.2857142857142857
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Plasma cells,0.002,Rare,4,0.0,0.0,0.0,0,,,13.0,13.0,13.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Platelet-T cell doublets,0.002,Rare,4,0.5,0.25,0.3333333333333333,1,0.5,0.5,342.0,382.5,387.0,0.0,0.25,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,387.0,387.0,387.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Platelets,0.003,Rare,6,1.0,0.1666666666666666,0.2857142857142857,1,1.0,1.0,2.0,348.49999999999994,387.0,0.1666666666666666,0.1666666666666666,1,0.3333333333333333,1,0.3333333333333333
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,95.0,104.85,105.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,Regulatory T cells,0.0075,Rare,15,0.0,0.0,0.0,0,,,40.5,280.5,342.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,T-NK-B cell doublets,0.0265,Intermediate,53,0.7692307692307693,0.1886792452830188,0.303030303030303,3,0.8148148148148148,0.7692307692307693,13.0,333.89999999999986,387.0,0.0188679245283018,0.1886792452830188,3,0.4285714285714285,2,0.2857142857142857
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,210.0,369.3,387.0,0.0,0.0,0,0.0,0,0.0
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,gdT cells,0.04,Intermediate,80,0.3793103448275862,0.4125,0.3952095808383233,2,0.686046511627907,0.3793103448275862,96.0,283.19999999999993,342.0,0.0125,0.4125,1,0.1111111111111111,1,0.1111111111111111
no_manual_reposition,D5_no_manual_reposition_smoke_seed3,D5,GARQ,3,diagnostic_variant_no_dynamic_update,0.02,plasmacytoid DC,0.0055,Rare,11,0.0,0.0,0.0,0,,,210.0,369.3,387.0,0.0,0.0,0,0.0,0,0.0
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,97.0,327.54999999999995,358.0,0.0,0.0,0,0.0,0,0.0
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD4 memory,0.0865,Intermediate,173,0.2915254237288135,0.9942196531791908,0.4508519003931848,4,0.323676501024245,0.2915254237288135,39.0,317.4,358.0,0.0,0.9942196531791908,0,0.0,0,0.0
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD4 naive I,0.0735,Intermediate,147,0.3333333333333333,0.0748299319727891,0.1222222222222222,2,0.65625,0.3333333333333333,38.5,307.25,358.0,0.0068027210884353,0.0748299319727891,1,0.1666666666666666,1,0.1666666666666666
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,39.0,317.4,358.0,0.0,0.0,0,0.0,0,0.0
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD56bright CD16dim NK,0.0185,Intermediate,37,0.0,0.0,0.0,0,,,120.0,299.0,333.0,0.0,0.0,0,0.0,0,0.0
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD56dim CD16bright NK,0.206,Common,412,0.8329853862212944,0.9684466019417476,0.8956228956228955,4,0.66422231054584,0.8329853862212944,120.0,299.0,333.0,0.0,0.9684466019417476,4,0.8,1,0.2
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD8 effector,0.06,Intermediate,120,0.4842105263157895,0.7666666666666667,0.5935483870967742,4,0.6707310838445807,0.4842105263157895,35.0,344.25,358.0,0.0083333333333333,0.7666666666666667,3,0.25,1,0.0833333333333333
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD8 memory,0.038,Intermediate,76,1.0,0.0131578947368421,0.0259740259740259,1,1.0,1.0,39.0,299.4999999999999,358.0,0.0131578947368421,0.0131578947368421,1,0.1428571428571428,1,0.1428571428571428
reposition_interval5,D5_reposition_interval5_smoke_seed3,D5,GARQ,3,diagnostic_variant_reposition_interval,0.02,CD8 naive,0.0385,Intermediate,77,0.0,0.0,0.0,0,,,97.0,327.54999999999995,358.0,0.0,0.0,0,0.0,0,0.0
