dataset,seed,implementation_tag,reference,inference_batch_size,cell_order_seed,cell_order,realized_K,wall_time_seconds,peak_gpu_allocated_bytes,n_cells,ARI,NMI,VI_nats,coassignment_agreement_rand,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,80.0,322.99999999999994,389.0,0.0,0.0,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,CD8+ T,0.4025,Common,805,0.728440366972477,0.986335403726708,0.8379947229551451,15,0.6926529789438158,0.728440366972477,13.5,222.45,389.0,0.008695652173913,0.986335403726708,12,0.5454545454545454,8,0.3636363636363636
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,Erythroblast,0.0225,Intermediate,45,0.5,0.0222222222222222,0.0425531914893617,1,0.5,0.5,7.5,101.75,102.0,0.0,0.0222222222222222,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,63.0,180.0,193.0,0.0,0.0,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,HSC,0.0075,Rare,15,0.25,0.0666666666666666,0.1052631578947368,1,0.25,0.25,101.0,241.8,254.0,0.0,0.0666666666666666,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,Lymph prog,0.034,Intermediate,68,0.4,0.1176470588235294,0.1818181818181818,3,0.4914529914529914,0.4,35.0,307.99999999999983,389.0,0.0,0.1176470588235294,1,0.0769230769230769,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,MK/E prog,0.0165,Intermediate,33,0.0,0.0,0.0,0,,,101.5,238.75,254.0,0.0,0.0,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,NK,0.0445,Intermediate,89,0.3571428571428571,0.0561797752808988,0.0970873786407767,1,0.3571428571428571,0.3571428571428571,14.0,289.9999999999998,389.0,0.0,0.0561797752808988,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,Naive CD20+ B,0.0825,Intermediate,165,0.4213483146067415,0.9090909090909092,0.5758157389635317,2,0.3803458391230507,0.4213483146067415,13.0,178.0,254.0,0.0,0.9090909090909092,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,Normoblast,0.0105,Intermediate,21,0.8,0.1904761904761904,0.3076923076923077,2,0.8333333333333333,0.8,9.0,101.8,102.0,0.0952380952380952,0.1904761904761904,2,0.4,1,0.2
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,88.5,238.75,254.0,0.0,0.0,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,Proerythroblast,0.0805,Intermediate,161,0.5721925133689839,0.6645962732919255,0.6149425287356322,5,0.576003578379816,0.5721925133689839,35.0,156.59999999999997,193.0,0.0,0.6645962732919255,4,0.4444444444444444,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,Transitional B,0.0595,Intermediate,119,0.4193548387096774,0.1092436974789916,0.1733333333333333,1,0.4193548387096774,0.4193548387096774,33.0,237.5,254.0,0.0,0.1092436974789916,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,cDC2,0.021,Intermediate,42,0.5,0.0714285714285714,0.125,1,0.5,0.5,31.0,235.7,254.0,0.0,0.0714285714285714,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,0,permuted,40,0.849489213898778,419600384,2000,0.7657762907425125,0.7881056628731952,1.163251649169433,0.961048024012006,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,103.0,184.0,193.0,0.0,0.0,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,1,permuted,40,0.6951685519888997,419600384,2000,0.7651195322740529,0.785420854260726,1.1781959711147838,0.9609899949974988,B1 B,0.0355,Intermediate,71,0.3157894736842105,0.0845070422535211,0.1333333333333333,3,0.3194444444444444,0.3157894736842105,22.0,208.9,244.0,0.0,0.0845070422535211,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,1,permuted,40,0.6951685519888997,419600384,2000,0.7651195322740529,0.785420854260726,1.1781959711147838,0.9609899949974988,CD14+ Mono,0.054,Intermediate,108,0.416988416988417,1.0,0.5885558583106267,3,0.6867766431002881,0.416988416988417,67.0,177.7,190.0,0.0185185185185185,1.0,2,0.6666666666666666,2,0.6666666666666666
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,1,permuted,40,0.6951685519888997,419600384,2000,0.7651195322740529,0.785420854260726,1.1781959711147838,0.9609899949974988,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,67.0,177.7,190.0,0.0,0.0,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,1,permuted,40,0.6951685519888997,419600384,2000,0.7651195322740529,0.785420854260726,1.1781959711147838,0.9609899949974988,CD4+ T activated,0.076,Intermediate,152,0.5,0.0197368421052631,0.0379746835443037,1,0.5,0.5,50.5,270.25,391.0,0.0,0.0197368421052631,0,0.0,0,0.0
D11,0,instrumented_legacy,legacy_eval_loader_assignment,256,1,permuted,40,0.6951685519888997,419600384,2000,0.7651195322740529,0.785420854260726,1.1781959711147838,0.9609899949974988,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,79.0,318.54999999999984,391.0,0.0,0.0,0,0.0,0,0.0
