epoch,phase,loss_rec,loss_vq
0,warmup,8.447732080306325,
1,quantized,54.11634667714437,0.7259366938046047
2,quantized,12.587977980573973,0.6570723737989154
3,quantized,10.750699996948242,0.6361587984221322
4,quantized,10.377686699231466,0.6321161985397339
5,quantized,9.769304464260737,0.6369213121277946
