dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,modality_weight,relative_abs_dot_contribution
D5,0,RNA+ADT,RNA,32,5.670053482055664,5.670965194702148,5.682617259025574,29.553430557250977,0.923544704914093,59.10686111450195,14.798578262329102,False,1.0,0.503417593052519
D5,0,RNA+ADT,ADT,32,5.71320915222168,5.712610244750977,5.7371875762939455,18.264690399169922,0.5707715749740601,36.529380798339844,14.597649574279785,False,1.0,0.49658240694748107
