dataset,seed,modality_combination,data_type,block_dim,l2_norm_mean,l2_norm_median,l2_norm_p95,variance_trace,variance_per_dim_mean,pairwise_squared_distance_energy,sampled_pair_mean_abs_dot,normalization_before_concat,relative_abs_dot_contribution
D5,0,RNA+ADT,RNA,32,5.671194076538086,5.671483039855957,5.6824825525283815,29.593292236328125,0.9247903823852539,59.18658447265625,14.693964004516602,False,0.5171674971483642
D5,0,RNA+ADT,ADT,32,5.700486183166504,5.6999921798706055,5.719756412506103,18.882139205932617,0.5900668501853943,37.764278411865234,13.718424797058105,False,0.4828325028516358
